Notice Date,Date Received,Eviction Category,Cause,Address,City,Zip,Bedroom,Notice Type,Apn,Council District,Rent Owed
3/6/23,3/7/23,At-Fault,Non-payment of rent,819 Santee St,Los Angeles,90014,1,3 Day,5145013005,14,"$2,490.00 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,819 Santee St,Los Angeles,90014,,3 Day,5145013005,14,"$2,100.00 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,837 Traction Ave,Los Angeles,90013,,3 Day,5163015005,14,"$2,740.00 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,837 Traction Ave,Los Angeles,90013,,3 Day,5163015005,14,"$3,450.00 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,837 Traction Ave,Los Angeles,90013,,3 Day,5163015005,14,"$3,280.00 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,837 Traction Ave,Los Angeles,90013,,3 Day,5163015005,14,"$4,200.00 "
3/7/23,3/7/23,At-Fault,Non-payment of rent,251 Loma Dr,Los Angeles,90026,1,3 Day,5153009013,1,"$3,088.49 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,615 S Virgil Ave,Los Angeles,90005,,3 Day,5077008003,10,$904.00 
3/6/23,3/7/23,At-Fault,Non-payment of rent,615 S Virgil Ave,Los Angeles,90005,,3 Day,5077008003,10,"$1,455.00 "
3/7/23,3/7/23,At-Fault,Non-payment of rent,401 S La Fayette Park Pl,Los Angeles,90057,1,3 Day,5155012014,1,"$1,790.00 "
3/7/23,3/7/23,At-Fault,Non-payment of rent,401 S La Fayette Park Pl,Los Angeles,90057,2,3 Day,5155012014,1,"$2,781.00 "
3/2/23,3/7/23,At-Fault,Non-payment of rent,8210 S Hoover St,Los Angeles,90044,1,3 Day,6032022029,8,$800.00 
3/7/23,3/7/23,At-Fault,Non-payment of rent,941 S Fedora St,Los Angeles,90006,1,3 Day,5094022036,10,"$2,100.00 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,6900 Bonita Terrace,Los Angeles,90068,2,3 Day,5549017020,4,$0.00 
2/1/23,3/7/23,At-Fault,Non-payment of rent,717 W Olympic Blvd,Los Angeles,90015,1,3 Day,5138002031,14,"$2,690.00 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,14500 Olive View Dr,Los Angeles,91342,1,3 Day,2502024024,7,$0.00 
2/24/23,3/7/23,At-Fault,Non-payment of rent,5550 W Pico Blvd,Los Angeles,90019,1,3 Day,5069019026,10,"$6,080.00 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,14400 Chandler Blvd,Los Angeles,91401,1,3 Day,2248014001,4,$0.00 
3/7/23,3/7/23,At-Fault,Non-payment of rent,630 Masselin Ave,Los Angeles,90036,2,3 Day,5508014037,5,"$4,221.16 "
3/7/23,3/7/23,At-Fault,Non-payment of rent,630 Masselin Avenue,Los Angeles,90036,2,3 Day,5508014037,5,"$4,085.51 "
3/7/23,3/7/23,At-Fault,Non-payment of rent,630 Masselin Ave,Los Angeles,90036,2,3 Day,5508014037,5,"$4,033.00 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,5626 Venice Blvd.,Los Angeles,90019,1,3 Day,5064014032,10,"$2,176.00 "
3/7/23,3/7/23,At-Fault,Non-payment of rent,630 Masselin Avenue,Los Angeles,90036,2,3 Day,5508014037,5,"$4,472.89 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,630 Masselin Ave,Los Angeles,90036,2,3 Day,5508014037,5,"$4,033.00 "
2/1/23,3/7/23,At-Fault,Non-payment of rent,717 W Olympic Blvd,Los Angeles,90015,1,3 Day,5138002031,14,"$29,410.21 "
2/1/23,3/7/23,At-Fault,Non-payment of rent,717 W Olympic Blvd,Los Angeles,90015,2,3 Day,5138002031,14,"$41,861.81 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,7240 Corbin Ave,Los Angeles,91335,1,3 Day,2116001090,3,$0.00 
3/6/23,3/7/23,At-Fault,Non-payment of rent,6565 Crescent Park W,Los Angeles,90094,2,3 Day,4211035056,11,"$4,117.00 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,6565 Crescent Park W,Los Angeles,90094,2,3 Day,4211035056,11,"$5,004.04 "
3/7/23,3/7/23,At-Fault,Non-payment of rent,16760 Devonshire St,Los Angeles,91344,3,3 Day,2685022029,12,"$3,756.00 "
3/31/23,3/7/23,At-Fault,Non-payment of rent,6565 Crescent Park W,Los Angeles,90094,2,3 Day,4211035056,11,"$3,337.80 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,7225 Crescent Park W,Los Angeles,90094,2,3 Day,4211025011,11,"$3,970.92 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,7240 Corbin Ave,Los Angeles,91335,2,3 Day,2116001090,3,$0.00 
3/6/23,3/7/23,At-Fault,Non-payment of rent,7225 Crescent Park W,Los Angeles,90094,1,3 Day,4211025011,11,"$1,670.00 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,7225 Crescent Park W,Los Angeles,90094,1,3 Day,4211025011,11,"$3,081.00 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,7225 Crescent Park W,Los Angeles,90094,3,3 Day,4211025011,11,"$5,347.00 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,7225 Crescent Park W,Los Angeles,90094,2,3 Day,4211025011,11,"$5,605.00 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,7225 Crescent Park W,Los Angeles,90094,2,3 Day,4211025011,11,"$4,363.00 "
2/6/23,3/7/23,At-Fault,Non-payment of rent,124 N Soto St,Los Angeles,90033,2,3 Day,5180002027,14,"$11,660.00 "
3/7/23,3/7/23,At-Fault,Non-payment of rent,17171 Roscoe Blvd,Los Angeles,91325,2,3 Day,2690017102,12,"$2,305.97 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,639 n fairfax avenue,Los Angeles,90036,,3 Day,5527017031,5,"$2,375.00 "
3/7/23,3/7/23,At-Fault,Non-payment of rent,1616 N Fuller Ave,Los Angeles,90046,,3 Day,5548009040,4,"$2,095.00 "
3/7/23,3/7/23,At-Fault,Non-payment of rent,1616 N Fuller Ave,Los Angeles,90046,,3 Day,5548009040,4,"$1,795.00 "
3/2/23,3/7/23,At-Fault,Non-payment of rent,1225 N Cherokee Ave,Los Angeles,90038,1,3 Day,5532003033,13,"$3,544.00 "
3/7/23,3/7/23,At-Fault,Non-payment of rent,17171 Roscoe Blvd,Los Angeles,91325,2,3 Day,2690017102,12,$350.00 
3/6/23,3/7/23,At-Fault,Non-payment of rent,7225 Crescent Park W,Los Angeles,90094,1,3 Day,4211025011,11,"$5,052.99 "
3/7/23,3/7/23,At-Fault,Non-payment of rent,17171 Roscoe Blvd,Los Angeles,91325,1,3 Day,2690017102,12,"$3,310.00 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,7225 Crescent Park W,Los Angeles,90094,1,3 Day,4211025011,11,"$3,943.63 "
3/7/23,3/7/23,At-Fault,Non-payment of rent,17171 Roscoe Blvd,Los Angeles,91325,1,3 Day,2690017102,12,"$4,180.00 "
3/7/23,3/7/23,At-Fault,Non-payment of rent,10407 Magnolia Blvd,Los Angeles,91601,2,3 Day,2417018024,2,"$2,995.00 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,7225 Crescent Park W,Los Angeles,90094,,3 Day,4211025011,11,"$3,135.00 "
2/1/23,3/7/23,At-Fault,Non-payment of rent,234 N Chicago St,Los Angeles,90033,1,3 Day,5183003022,14,"$2,812.16 "
3/6/23,3/7/23,At-Fault,Non-payment of rent,7225 Crescent Park W,Los Angeles,90094,,3 Day,4211025011,11,"$1,518.77 "
3/2/23,3/7/23,At-Fault,Non-payment of rent,825 Laconia Blvd,Los Angeles,90044,1,3 Day,6117018030,15,"$3,300.00 "
3/2/23,3/7/23,At-Fault,Non-payment of rent,840 Laconia Blvd,Los Angeles,90044,1,3 Day,6117019026,15,$954.00 
3/7/23,3/7/23,At-Fault,Disorderly behavior/disturbing the peace (Nuisance),1120 S Grand Ave,Los Angeles,90015,3,3 Day,5139020094,14,$0.00 
3/8/23,3/8/23,At-Fault,"Violation of the rental agreement or lease, Refusal to renew a lease or rental agreement of like terms and conditions",5461 2nd Ave,Los Angeles,90043,1,3 Day,5005002021,8,$0.00 
3/8/23,3/8/23,At-Fault,"Violation of the rental agreement or lease, Disorderly behavior/disturbing the peace (Nuisance), Unapproved subtenant at the end of the lease/tenancy",3938 W 27th St,Los Angeles,90018,1,3 Day,5051015010,10,$0.00 
3/8/23,3/8/23,At-Fault,"Violation of the rental agreement or lease, Disorderly behavior/disturbing the peace (Nuisance)",6709 Selma Ave,Los Angeles,90028,2,3 Day,5547014045,13,$0.00 
3/8/23,3/8/23,At-Fault,"Violation of the rental agreement or lease, Disorderly behavior/disturbing the peace (Nuisance)",325 W Adams Blvd,Los Angeles,90007,2,3 Day,5055004003,8,"$6,650.00 "
3/7/23,3/8/23,At-Fault,"Violation of the rental agreement or lease, Damage to the rental unit, Disorderly behavior/disturbing the peace (Nuisance), Unapproved subtenant at the end of the lease/tenancy",830 S Crenshaw Blvd,Los Angeles,90005,1,3 Day,5092002027,5,$0.00 
3/8/23,3/8/23,At-Fault,Violation of the rental agreement or lease,401 S Ardmore Ave,Los Angeles,90020,1,3 Day,5503009017,10,$0.00 
3/3/23,3/8/23,At-Fault,Violation of the rental agreement or lease,17806 Lassen St,Los Angeles,91325,,3 Day,2755001005,12,"$2,550.00 "
5/8/23,3/8/23,At-Fault,Violation of the rental agreement or lease,7840 Woodman Ave,Los Angeles,91402,1,3 Day,2214026148,6,$0.00 
3/8/23,3/8/23,At-Fault,Unapproved subtenant at the end of the lease/tenancy,3900 S Harvard Blvd,Los Angeles,90062,2,3 Day,5036024015,8,$0.00 
3/7/23,3/8/23,At-Fault,Refusal to renew a lease or rental agreement of like terms and conditions,416 W 51st St,Los Angeles,90037,2,10 Day,5001033001,9,$0.00 
3/7/23,3/8/23,At-Fault,Refusal to renew a lease or rental agreement of like terms and conditions,418 W 51st St,Los Angeles,90037,1,10 Day,5001033001,9,$0.00 
3/6/23,3/8/23,At-Fault,Non-payment of rent,8522 Glenoaks Blvd,Los Angeles,91352,1,3 Day,2404009017,2,"$1,319.00 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,847 S. Alvarado,Los Angeles,90057,0,3 Day,5141021007,1,"$1,808.44 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,847 S. Alvarado,Los Angeles,90057,1,3 Day,5141021007,1,"$2,422.98 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,847 S. Alvarado,Los Angeles,90057,0,3 Day,5141021007,1,"$1,821.00 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,847 S. Alvarado,Los Angeles,90057,0,3 Day,5141021007,1,"$2,140.36 "
3/2/23,3/8/23,At-Fault,Non-payment of rent,2918 Leeward Ave,Los Angeles,90005,,3 Day,5077019012,1,"$4,955.00 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,847 S. Alvarado,Los Angeles,90057,,3 Day,5141021007,1,"$2,411.72 "
3/6/23,3/8/23,At-Fault,Non-payment of rent,1540 N. Formosa Ave,Los Angeles,90046,2,3 Day,5548011023,4,$961.04 
3/7/23,3/8/23,At-Fault,Non-payment of rent,1772 Orchid ave,Los Angeles,90028,0,3 Day,5548005006,13,"$2,580.72 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,939 N Mariposa Ave,Los Angeles,90029,,3 Day,5538004035,13,"$2,700.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,21045 Vanowen St,Los Angeles,91303,1,3 Day,2138023027,3,"$3,990.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,21045 Vanowen St,Los Angeles,91303,1,3 Day,2138023027,3,"$3,990.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,21045 Vanowen St,Los Angeles,91303,2,3 Day,2138023027,3,"$4,150.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,21045 Vanowen St,Los Angeles,91303,2,3 Day,2138023027,3,"$4,150.00 "
3/6/23,3/8/23,At-Fault,Non-payment of rent,808 E 111th Dr,Los Angeles,90059,3,3 Day,6072017012,15,"$1,650.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,21045 Vanowen St,Los Angeles,91303,1,3 Day,2138023027,3,"$3,853.22 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,7032 Hawthorn Ave,Los Angeles,90028,1,3 Day,5548012026,13,"$18,378.97 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,21045 Vanowen St,Los Angeles,91303,1,3 Day,2138023027,3,"$1,960.00 "
3/4/23,3/8/23,At-Fault,Non-payment of rent,2006 N Alvarado St,Los Angeles,90039,2,3 Day,5420005020,13,"$2,338.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,5057 Kester Ave,Los Angeles,91403,2,3 Day,2263012052,4,"$5,100.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,5545 Allott Ave,Los Angeles,91401,3,3 Day,2344005004,4,"$2,628.00 "
3/6/23,3/8/23,At-Fault,Non-payment of rent,3033 Wilshire Blvd,Los Angeles,90010,1,3 Day,5077008018,10,"$3,011.00 "
3/6/23,3/8/23,At-Fault,Non-payment of rent,3033 Wilshire Blvd,Los Angeles,90010,2,3 Day,5077008018,10,"$2,873.52 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,13542 Burbank Blvd,Los Angeles,91401,2,3 Day,2344005004,4,"$5,566.00 "
3/6/23,3/8/23,At-Fault,Non-payment of rent,3033 Wilshire Blvd,Los Angeles,90010,2,3 Day,5077008018,10,"$3,981.00 "
3/6/23,3/8/23,At-Fault,Non-payment of rent,4636 Fulton Ave,Los Angeles,91423,2,3 Day,2360025052,4,"$16,921.00 "
3/6/23,3/8/23,At-Fault,Non-payment of rent,3033 Wilshire Blvd,Los Angeles,90010,1,3 Day,5077008018,10,"$3,384.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,5600 Wilshire Apartments,Los Angeles,90036,2,3 Day,5089006017,5,"$6,798.00 "
3/6/23,3/8/23,At-Fault,Non-payment of rent,3033 Wilshire Blvd,Los Angeles,90010,1,3 Day,5077008018,10,"$1,890.10 "
3/6/23,3/8/23,At-Fault,Non-payment of rent,3033 Wilshire Blvd,Los Angeles,90010,,3 Day,5077008018,10,"$2,884.28 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,407 Witmer St,Los Angeles,90017,1,3 Day,5153026020,1,"$1,495.00 "
3/6/23,3/8/23,At-Fault,Non-payment of rent,3033 Wilshire Blvd,Los Angeles,90010,,3 Day,5077008018,10,"$1,208.99 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,5600 Wilshire Apartments,Los Angeles,90036,1,3 Day,5089006017,5,"$5,288.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1153 N Western Ave,Los Angeles,90029,,3 Day,5536008001,13,"$12,800.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,6709 Selma Ave,Los Angeles,90028,1,3 Day,5547014045,13,"$3,364.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,333 S Catalina St #113,Los Angeles,90020,1,3 Day,5502005054,10,"$5,124.00 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,331 1st St,Los Angeles,90012,,3 Day,5161012012,14,"$2,500.00 "
3/10/23,3/8/23,At-Fault,Non-payment of rent,2231 S Western Ave,Los Angeles,90018,1,3 Day,5058009051,10,"$2,045.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1153 N Western Ave,Los Angeles,90029,,3 Day,5536008001,13,"$1,337.70 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,6709 Selma Ave,Los Angeles,90028,1,3 Day,5547014045,13,"$3,603.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,333 S Catalina St,Los Angeles,90020,2,3 Day,5502005054,10,"$5,066.00 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,17171 Roscoe Blvd,Los Angeles,91325,1,3 Day,2690017102,12,"$1,664.05 "
3/6/23,3/8/23,At-Fault,Non-payment of rent,7950 West Sunset Boulevard,Los Angeles,90046,1,3 Day,5554003055,13,"$3,279.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1929 Beloit Ave,Los Angeles,90025,2,3 Day,4261031003,11,"$3,699.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1929 Beloit Ave,Los Angeles,90025,2,3 Day,4261031003,11,"$3,787.46 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1420 S Figueroa St c508,Los Angeles,90015,2,3 Day,5134009021,14,$0.00 
3/8/23,3/8/23,At-Fault,Non-payment of rent,1929 Beloit Ave,Los Angeles,90025,2,3 Day,4261031003,11,"$3,809.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,5600 Wilshire Blvd,Los Angeles,90036,,3 Day,5089006015,4,"$3,729.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1929 Beloit Ave,Los Angeles,90025,2,3 Day,4261031003,11,"$8,047.61 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,5600 Wilshire Blvd,Los Angeles,90036,1,3 Day,5089006015,4,"$3,634.49 "
3/6/23,3/8/23,At-Fault,Non-payment of rent,7950 West Sunset Boulevard Los Angeles CA,Los Angeles,90046,1,3 Day,5554003055,13,"$1,349.13 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,5600 Wilshire Blvd,Los Angeles,90036,,3 Day,5089006015,4,"$3,428.15 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,333 S Catalina St,Los Angeles,90020,1,3 Day,5502005054,10,"$4,964.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,7125 Lennox Ave,Los Angeles,91405,2,3 Day,2217006015,6,"$1,754.03 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1353 N Martel Ave,Los Angeles,90046,1,3 Day,5550020030,13,"$2,301.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,5730 W Centinela Ave,Los Angeles,90045,1,3 Day,4103005014,11,"$1,810.45 "
3/3/23,3/8/23,At-Fault,Non-payment of rent,1353 N Martel Ave,Los Angeles,90046,1,3 Day,5550020030,13,"$2,009.00 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,8560 W Olympic Blvd,Los Angeles,90035,1,3 Day,4332025031,5,"$2,459.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,6775 Selma Ave,Los Angeles,90028,1,3 Day,5547013020,13,"$6,288.00 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,8560 W Olympic Blvd,Los Angeles,90035,,3 Day,4332025031,5,"$2,050.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,7125 Lennox Ave,Los Angeles,91405,2,3 Day,2217006015,6,"$3,750.00 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,17171 Roscoe Blvd,Los Angeles,91325,2,3 Day,2690017102,12,"$2,482.61 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,733 N Kings Rd,Los Angeles,90069,1,3 Day,5528002019,5,"$3,526.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,6775 Selma Ave,Los Angeles,90028,2,3 Day,5547013020,13,"$23,302.58 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,17171 W Roscoe Blvd,Los Angeles,91325,2,3 Day,2690017102,12,"$2,019.21 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,5710 W Centinela Ave,Los Angeles,90045,1,3 Day,4103005014,11,"$2,038.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,733 N Kings Rd,Los Angeles,90069,,3 Day,5528002019,5,"$2,517.32 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,333 South  Catalina St,Los Angeles,90020,1,3 Day,5502005054,10,"$4,064.00 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,2801 Sunset Pl,Los Angeles,90005,,3 Day,5077013041,10,"$5,370.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,5740 W Centinela,Los Angeles,90045,1,3 Day,4103005014,11,"$2,064.00 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,2801 Sunset Pl,Los Angeles,90005,,3 Day,5077013041,10,"$2,454.52 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,7125 Lennox Ave,Los Angeles,91405,1,3 Day,2217006015,6,"$3,180.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,333 S Catalina St,Los Angeles,90020,1,3 Day,5502005054,10,"$3,910.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1360 S Figueroa St b315,Los Angeles,90015,,3 Day,5134010024,14,$0.00 
3/8/23,3/8/23,At-Fault,Non-payment of rent,733 N Kings Rd,Los Angeles,90069,1,3 Day,5528002019,5,"$2,459.00 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,8560 W Olympic Blvd,Los Angeles,90035,,3 Day,4332025031,5,"$1,950.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,7125 Lennox Ave,Los Angeles,91405,1,3 Day,2217006015,6,"$2,650.00 "
3/3/23,3/8/23,At-Fault,Non-payment of rent,7950 West Sunset Boulevard Los Angeles CA 90046,Los Angeles,90046,2,3 Day,5554003055,13,"$4,053.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1420 S Figueroa St c505,Los Angeles,90015,,3 Day,5134009021,14,$0.00 
3/8/23,3/8/23,At-Fault,Non-payment of rent,7125 De Longpre Ave,Los Angeles,90046,1,3 Day,5548017035,13,"$2,821.12 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,8560 W Olympic Blvd,Los Angeles,90035,,3 Day,4332025031,5,"$1,235.62 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,17171 Roscoe Blvd,Los Angeles,91325,,3 Day,2690017102,12,"$1,960.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1420 S Figueroa St c212,Los Angeles,90015,,3 Day,5134009021,14,$0.00 
3/7/23,3/8/23,At-Fault,Non-payment of rent,8560 W Olympic Blvd,Los Angeles,90035,,3 Day,4332025031,5,"$1,707.52 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,1619 N La Brea Ave,Los Angeles,90028,1,3 Day,5548008066,4,"$3,132.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,7125 Lennox Ave,Los Angeles,91405,1,3 Day,2217006015,6,"$1,500.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,5720 W Centinela,Los Angeles,90045,1,3 Day,4103005014,11,"$2,179.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,333 S Catalina St,Los Angeles,90020,1,3 Day,5502005054,10,"$3,546.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,7125 Lennox Ave,Los Angeles,91405,1,3 Day,2217006015,6,"$1,384.56 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1420 S Figueroa St c411,Los Angeles,90015,,3 Day,5134009021,14,$0.00 
3/8/23,3/8/23,At-Fault,Non-payment of rent,5730 W Centinela,Los Angeles,90045,2,3 Day,4103005014,11,"$2,261.45 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1420 S Figueroa St c305,Los Angeles,90015,,3 Day,5134009021,14,$0.00 
3/8/23,3/8/23,At-Fault,Non-payment of rent,7125 Lennox Ave,Los Angeles,91405,1,3 Day,2217006015,6,"$3,073.05 "
3/3/23,3/8/23,At-Fault,Non-payment of rent,733 N Kings Rd,Los Angeles,90069,,3 Day,5528002019,5,"$2,354.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,5750 W Centinela,Los Angeles,90045,1,3 Day,4103005014,11,"$2,269.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,7125 Lennox Ave,Los Angeles,91405,1,3 Day,2217006015,6,"$2,303.88 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,5740 W Centinela,Los Angeles,90045,1,3 Day,4103005014,11,"$2,281.00 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,17171 Roscoe Blvd,Los Angeles,91325,,3 Day,2690017102,12,"$2,000.00 "
3/6/23,3/8/23,At-Fault,Non-payment of rent,7950 West Sunset,Los Angeles,90046,1,3 Day,5554003055,13,"$4,920.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,7125 Lennox Ave,Los Angeles,91405,2,3 Day,2217006015,6,"$3,435.26 "
3/6/23,3/8/23,At-Fault,Non-payment of rent,11311 S Hoover St,Los Angeles,90044,3,3 Day,6075012002,8,"$3,860.00 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,17171 Roscoe Blvd,Los Angeles,91325,2,3 Day,2690017102,12,"$2,320.50 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,1480 Vine St,Los Angeles,90028,1,3 Day,5546025029,13,"$7,636.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,11136 Chandler Blvd,Los Angeles,91601,,3 Day,2350015115,2,"$2,294.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1360 S Figueroa St b225,Los Angeles,90015,,3 Day,5134010024,14,$0.00 
3/8/23,3/8/23,At-Fault,Non-payment of rent,733 N Kings Rd,Los Angeles,90069,1,3 Day,5528002019,5,"$1,867.68 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1360 S Figueroa St b325,Los Angeles,90015,,3 Day,5134010024,14,$0.00 
3/7/23,3/8/23,At-Fault,Non-payment of rent,1480 Vine St,Los Angeles,90028,1,3 Day,5546025029,13,"$3,555.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,7125 Lennox Ave,Los Angeles,91405,1,3 Day,2217006015,6,"$1,550.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,858 N Madison Ave,Los Angeles,90029,3,3 Day,5539011024,13,"$6,438.56 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,11136 Chandler Blvd,Los Angeles,91601,,3 Day,2350015115,2,"$2,618.00 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,17171 Roscoe Blvd,Los Angeles,91325,2,3 Day,2690017102,12,"$1,693.66 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1360 S Figueroa St b311,Los Angeles,90015,,3 Day,5134010024,14,$0.00 
3/8/23,3/8/23,At-Fault,Non-payment of rent,7125 Lennox Ave,Los Angeles,91405,1,3 Day,2217006015,6,"$3,100.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,6765 Selma Ave,Los Angeles,90028,2,3 Day,5547013020,13,"$12,864.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1420 S Figueroa St c631,Los Angeles,90015,1,3 Day,5134009021,14,$0.00 
3/8/23,3/8/23,At-Fault,Non-payment of rent,7125 Lennox Ave,Los Angeles,91405,,3 Day,2217006015,6,"$3,000.00 "
3/3/23,3/8/23,At-Fault,Non-payment of rent,7950 West Sunset,Los Angeles,90046,1,3 Day,5554003055,13,"$3,766.00 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1420 S Figueroa St c531,Los Angeles,90015,,3 Day,5134009021,14,$0.00 
3/8/23,3/8/23,At-Fault,Non-payment of rent,7125 Lennox Ave,Los Angeles,91405,1,3 Day,2217006015,6,$750.00 
3/8/23,3/8/23,At-Fault,Non-payment of rent,11135 Weddington st,Los Angeles,91601,,3 Day,2350015031,2,"$8,083.90 "
3/8/23,3/8/23,At-Fault,Non-payment of rent,1360 S Figueroa St b404,Los Angeles,90015,1,3 Day,5134010024,14,$0.00 
3/7/23,3/8/23,At-Fault,Non-payment of rent,1480 Vine St,Los Angeles,90028,1,3 Day,5546025029,13,"$8,000.00 "
3/7/23,3/8/23,At-Fault,Non-payment of rent,1619 N La Brea Ave,Los Angeles,90028,1,3 Day,5548008066,4,"$3,095.00 "
