OBJECTID,GEOID,County,City,TotalPop,LowInc_PEC,POC_PEC,VulAge_PEC,PWD_PEC,LEP_PEC,LVTA_PEC,HHCostB_PEC,NoHS_PEC,SinParHH_PEC,OthPriorityPops,YEAR,GlobalID,created_user,created_date,last_edited_user,last_edited_date
975,06037104310,Los Angeles,Los Angeles,4875,0,1,1,1,0,0,1,1,1,5,2023,{D3BBF26A-1C81-416B-8049-85E0F713454B},,,,
976,06037603801,Los Angeles,Lawndale,4890,0,1,0,1,1,0,1,1,1,5,2023,{C2EB0EC8-0DCF-463E-9DF6-A632E7F78212},,,,
977,06037600303,Los Angeles,Unincorporated,4234,1,1,1,1,1,0,1,1,1,6,2023,{C1F6B3F6-7EDC-4FDA-808B-F7193D39AA0E},,,,
978,06037602505,Los Angeles,Hawthorne,4584,1,1,1,0,1,1,1,1,1,6,2023,{73157EA1-E24E-4BC9-B51B-976B8094E381},,,,
979,06037602506,Los Angeles,Hawthorne,4277,1,1,1,1,0,0,1,0,1,4,2023,{D52D0FAD-56F8-4849-8A46-9DA32A2F0297},,,,
980,06037127400,Los Angeles,Los Angeles,6291,1,1,1,0,1,0,1,1,0,4,2023,{C922D9F0-A0E1-4B3B-B2FA-C5B308775514},,,,
981,06037104500,Los Angeles,Los Angeles,3119,1,1,1,0,1,0,1,1,0,4,2023,{05DC3F8E-EEC5-4CB2-9AA8-6B4576273DD0},,,,
982,06037104610,Los Angeles,Los Angeles,3274,1,1,1,1,1,0,1,1,1,6,2023,{B9102F13-7919-4E7E-8E41-6145ECB0E481},,,,
983,06037104620,Los Angeles,Los Angeles,3490,1,1,1,1,0,0,1,1,0,4,2023,{DC8B5C49-0F85-4A76-BCEF-4AF9B4790672},,,,
984,06037104701,Los Angeles,Los Angeles,3812,1,1,1,1,1,0,1,1,1,6,2023,{47E128A4-4280-40F1-9807-6D80E65B36FF},,,,
985,06037107010,Los Angeles,Los Angeles,3118,0,1,1,1,1,0,1,1,1,6,2023,{2656464E-5425-44CD-92D9-B613E8E25686},,,,
986,06037107020,Los Angeles,Los Angeles,5337,1,1,1,0,0,0,1,1,0,3,2023,{B4C58914-4BDB-4784-85D1-ADBCE591EA9B},,,,
987,06037123204,Los Angeles,Los Angeles,3281,1,1,0,0,1,0,1,1,0,3,2023,{599720AF-56A0-4352-A2C1-D2EF4C3F0AF2},,,,
988,06037123206,Los Angeles,Los Angeles,2289,1,1,0,1,1,0,1,1,1,5,2023,{6D1A15EF-F5C1-4127-8FEF-EA5ED5FFF3C9},,,,
989,06037123303,Los Angeles,Los Angeles,2996,1,0,0,1,1,0,1,1,0,4,2023,{79F816E6-E900-4DDA-95C5-A277141B99AA},,,,
990,06037127210,Los Angeles,Los Angeles,5680,1,1,0,0,1,0,1,1,0,3,2023,{54B3D5D0-1D3B-428A-958E-7B23C2ABD773},,,,
991,06037127220,Los Angeles,Los Angeles,5326,1,1,1,1,1,0,1,1,1,6,2023,{E7C48FF2-0D7A-4C71-BBBA-3521EDFD5624},,,,
992,06037127300,Los Angeles,Los Angeles,3732,0,1,0,0,1,0,1,0,1,3,2023,{4E00A4C1-C5F5-437E-BAF4-5AE6EFAE97ED},,,,
993,06037602507,Los Angeles,Hawthorne,5213,1,1,1,0,0,0,1,0,1,3,2023,{980BE6CB-056F-4037-8F8C-BF0062E4E28A},,,,
994,06037240402,Los Angeles,Los Angeles,3792,1,1,1,1,1,0,1,1,1,6,2023,{0FBD8257-963B-462F-8E73-777B69F5C9A3},,,,
995,06037241001,Los Angeles,Los Angeles,4492,1,1,1,0,1,0,1,1,1,5,2023,{DEFBC270-F031-4BC9-A5FB-234AE9A815AE},,,,
996,06037533805,Los Angeles,Bell,4024,1,1,1,0,1,0,1,1,1,5,2023,{E79424A9-7ABA-4E2A-BCA0-1DE53E818D0A},,,,
997,06037402405,Los Angeles,Pomona,2324,1,1,1,0,1,0,1,1,0,4,2023,{EB059465-7E1A-4286-A617-378F63D850E2},,,,
998,06037402903,Los Angeles,Pomona,3868,1,1,1,0,1,1,1,1,0,5,2023,{98C45F45-6FAA-4C77-8AF7-985FD2C1C9AD},,,,
999,06037402706,Los Angeles,Pomona,3782,1,1,1,1,0,0,1,1,0,4,2023,{3F43D3D0-065D-430B-AABF-57EA94C8C19E},,,,
1000,06037402803,Los Angeles,Pomona,3542,1,1,1,0,1,1,1,1,0,5,2023,{042D46A1-D3AA-46FE-A90F-2C98CAE15FDE},,,,
1001,06037402804,Los Angeles,Pomona,4387,1,1,1,0,1,1,1,1,1,6,2023,{CFAC7A39-F60B-4A68-B684-F55AFD791796},,,,
1002,06037104108,Los Angeles,Los Angeles,5138,1,1,1,1,1,0,1,1,1,6,2023,{12F89B55-17C7-4406-A5F9-E7316A811BB1},,,,
1003,06037109500,Los Angeles,Los Angeles,4238,1,1,1,1,1,0,1,1,0,5,2023,{02E9B81D-AA89-46FE-AE08-A768AE2692F7},,,,
1004,06037127520,Los Angeles,Los Angeles,4881,1,1,1,1,1,0,1,1,1,6,2023,{36CE77BC-195E-4C99-9306-652206964C87},,,,
1005,06037408140,Los Angeles,Unincorporated,4011,1,1,1,0,0,1,0,1,1,4,2023,{FC80DAB4-379F-4E74-B628-8A0894AD4278},,,,
1006,06037127920,Los Angeles,Los Angeles,4713,1,0,0,1,1,0,1,1,0,4,2023,{90E8655A-68BC-400E-947D-3FB86542F3D0},,,,
1007,06037128210,Los Angeles,Los Angeles,5358,1,1,1,0,1,0,1,1,1,5,2023,{8284510B-E57D-49AA-B558-D3E2CB2EB253},,,,
1008,06037128303,Los Angeles,Los Angeles,3780,1,1,1,0,1,0,1,1,1,5,2023,{09C8D2B5-B9BF-4309-AB93-903963B42846},,,,
1009,06037123304,Los Angeles,Los Angeles,4467,1,0,1,1,1,0,1,1,1,6,2023,{09D714FB-C22E-4018-9876-7A41D75A4763},,,,
1010,06037123700,Los Angeles,Los Angeles,4474,1,0,1,1,1,0,1,0,0,4,2023,{B06B7A65-BD97-43BF-A0F1-94B2049404AC},,,,
1011,06037123510,Los Angeles,Los Angeles,5079,1,0,1,1,1,0,1,1,0,5,2023,{87D33914-9E5F-4ACE-9118-B5E26B8A4D85},,,,
1012,06037123520,Los Angeles,Los Angeles,2700,1,0,1,1,1,0,1,0,0,4,2023,{954870DC-E4AA-4125-AC20-FFFF8067CD5E},,,,
1013,06037123601,Los Angeles,Los Angeles,4811,1,0,1,1,1,0,1,0,0,4,2023,{4C1EB61B-5A37-46C6-91C8-602D32CC5C67},,,,
1014,06037406500,Los Angeles,West Covina,6842,0,1,1,1,1,0,1,0,0,4,2023,{4394A11F-DCE5-4A10-BAD5-7658C04D922F},,,,
1015,06059021813,Orange,Anaheim,3,1,1,0,0,1,0,1,0,0,2,2023,{CFB5DF0B-1763-4FA6-8BC8-AF44AE470C91},,,,
1016,06037403324,Los Angeles,Diamond Bar,7121,0,1,1,0,1,0,1,0,1,4,2023,{FD6B1E2A-5E4D-4BAC-B599-C9982014595D},,,,
1017,06037241202,Los Angeles,Los Angeles,5872,1,1,1,1,0,0,1,1,1,5,2023,{B40D7AB1-61D0-4C4C-A78C-38FB1CF4B668},,,,
1018,06037239702,Los Angeles,Los Angeles,4735,1,1,1,1,1,0,1,1,1,6,2023,{54815C2A-3D8D-4820-BE6F-A89FBC690B5B},,,,
1019,06037239802,Los Angeles,Los Angeles,5660,1,1,1,1,0,0,1,1,1,5,2023,{1134BEC9-A0C2-434F-9641-01D53DAADE5F},,,,
1020,06037900508,Los Angeles,Lancaster,4084,1,1,1,1,0,1,1,1,1,6,2023,{C004A3F8-322C-4559-80DA-C888EE83365A},,,,
1021,06037106649,Los Angeles,Los Angeles,2816,0,1,1,0,0,0,1,1,1,4,2023,{4DDCA801-18C6-4180-AC7D-737CBCD4A720},,,,
1022,06037190801,Los Angeles,Los Angeles,3001,1,0,1,1,1,0,1,0,0,4,2023,{67208A9C-6754-4CF9-A044-B39970B87390},,,,
1023,06037208501,Los Angeles,Los Angeles,2590,1,1,0,0,1,0,1,1,0,3,2023,{CA5250DD-A170-472F-8578-0B2400B2F8C5},,,,
1024,06037185203,Los Angeles,Los Angeles,2728,1,1,0,0,1,0,0,1,0,2,2023,{4E36FBE5-BD36-40D2-8195-D7DD127114AA},,,,
1025,06037433200,Los Angeles,El Monte,5837,1,1,1,1,1,0,1,1,0,5,2023,{58531761-4CC0-414D-B7C1-C1C7E54DFB76},,,,
1026,06037433302,Los Angeles,El Monte,1590,1,1,1,1,1,1,0,1,1,6,2023,{280C17F4-3B80-43C3-BDAF-035698AEC2C2},,,,
1027,06037433403,Los Angeles,El Monte,4920,1,1,1,0,1,1,1,1,1,6,2023,{9B766515-4CD9-4788-BC22-4243B5CA2373},,,,
1028,06037211121,Los Angeles,Los Angeles,2228,1,1,0,1,1,0,1,0,1,4,2023,{0B0A1853-BFF8-4489-9864-B69592F137CC},,,,
1029,06037211202,Los Angeles,Los Angeles,2334,1,1,0,0,1,0,0,1,0,2,2023,{C744E115-2F92-4EF2-B566-2382475F0710},,,,
1030,06037910505,Los Angeles,Palmdale,3657,1,1,1,1,1,0,1,1,1,6,2023,{E279095E-6073-4A0E-B1A4-8F96FE869C35},,,,
1031,06037291120,Los Angeles,Los Angeles,2398,1,1,1,1,1,1,0,1,1,6,2023,{50272E92-3BB2-4DA2-95F8-049DA6E8BF61},,,,
1032,06037203200,Los Angeles,Los Angeles,5339,1,1,1,0,0,0,1,1,1,4,2023,{419AED36-B886-4779-8285-F8C694B22AC5},,,,
1033,06037535902,Los Angeles,South Gate,6227,0,1,1,1,0,0,0,1,1,4,2023,{90A870B6-93F5-4EE6-9DC6-A756052E0C98},,,,
1034,06037601303,Los Angeles,Inglewood,5505,1,1,1,1,0,0,1,0,1,4,2023,{3569A35B-BCA2-4CBA-89AD-DBA3AED4BCC5},,,,
1035,06037532606,Los Angeles,Huntington Park,3875,1,1,1,0,1,0,0,1,1,4,2023,{7D2D70AE-E734-4EE7-8A24-E6174851D76D},,,,
1036,06037221810,Los Angeles,Los Angeles,2744,1,1,0,0,1,0,1,1,1,4,2023,{EBBF98EB-158D-4A70-9AEC-261332ECDCEC},,,,
1037,06037209402,Los Angeles,Los Angeles,4062,1,1,1,0,1,0,0,1,1,4,2023,{F5238D97-63A0-42EB-B867-E51AD9082E83},,,,
1038,06037212305,Los Angeles,Los Angeles,2781,1,1,1,0,1,0,1,1,1,5,2023,{D9674580-4F90-4184-BEDD-FD70AC8FB941},,,,
1039,06037433602,Los Angeles,Rosemead,2843,1,1,1,0,1,0,0,1,0,3,2023,{142F5146-A33B-46FE-AFB8-032852691D3E},,,,
1040,06037211804,Los Angeles,Los Angeles,3113,1,1,1,0,1,0,1,0,0,3,2023,{715715B2-C2CA-4B6A-84BA-133D3C0B9A5C},,,,
1041,06037212101,Los Angeles,Los Angeles,2694,1,1,0,0,1,0,1,0,0,2,2023,{C2C7CDE5-DD28-4A58-AB06-712D6600FBD1},,,,
1042,06037239801,Los Angeles,Los Angeles,3954,1,1,1,1,0,0,1,1,1,5,2023,{573FB886-C06D-409B-9E9D-595A42A6986A},,,,
1043,06037212102,Los Angeles,Los Angeles,2574,1,1,1,1,1,0,1,1,0,5,2023,{D20571F9-B763-4A3D-ACE4-671B5B79A02E},,,,
1044,06037234901,Los Angeles,Los Angeles,3203,1,1,1,1,0,0,0,1,1,4,2023,{593AEF06-E9AF-4B22-91F1-2FAAEFF230A3},,,,
1045,06037554204,Los Angeles,Bellflower,4914,1,1,1,0,1,1,1,1,1,6,2023,{F9C1D4E9-3509-4D09-9AA8-A4109E561010},,,,
1046,06037554105,Los Angeles,Bellflower,4648,1,1,1,0,1,0,1,1,1,5,2023,{189CD9F0-0C72-48AC-98A3-ABD3D6A722FB},,,,
1047,06037554203,Los Angeles,Bellflower,4067,1,1,1,0,1,0,1,1,1,5,2023,{E0A9BB8A-2301-40D1-8D7C-B0270CDB6EBA},,,,
1048,06037554301,Los Angeles,Bellflower,3417,0,1,1,1,0,1,0,1,1,5,2023,{3D23506D-9EE7-402D-966B-EC077BCF1FF6},,,,
1049,06037554302,Los Angeles,Bellflower,4665,1,1,1,0,0,1,0,1,1,4,2023,{AB6278FE-2E9F-4850-BDE6-12344A480AD0},,,,
1050,06037480901,Los Angeles,Alhambra,4690,1,1,1,0,1,0,0,0,0,2,2023,{5B5C069C-31E9-4813-8ABE-3ED5BD1A2AC0},,,,
1051,06037191204,Los Angeles,Los Angeles,1513,1,0,1,0,1,0,1,0,0,3,2023,{070E3328-FF58-45F5-8CB2-C2C0B11CE1EF},,,,
1052,06037134720,Los Angeles,Los Angeles,5417,1,1,1,0,1,0,1,0,1,4,2023,{1387B54E-1984-4CD4-809F-F5E37376C763},,,,
1053,06037123010,Los Angeles,Los Angeles,4112,1,1,1,1,1,0,1,1,1,6,2023,{39865B28-EDC4-48DB-9CCD-D95194C5C22C},,,,
1054,06037224310,Los Angeles,Los Angeles,2164,1,1,1,0,1,0,0,1,1,4,2023,{9FF7FEB7-DDC5-47AE-B78E-4FBF9BD88A01},,,,
1055,06037430901,Los Angeles,Monrovia,4591,1,1,1,0,0,1,0,0,0,2,2023,{2CAB61BD-2F4B-44A2-BBBB-D56EF25E62B6},,,,
1056,06037542103,Los Angeles,Unincorporated,3051,1,1,1,1,0,1,1,1,1,6,2023,{4F9686D5-96EA-4C75-B56C-CC7E6597D70B},,,,
1057,06037293307,Los Angeles,Los Angeles,2683,1,1,1,0,1,0,1,1,1,5,2023,{6D935D0A-28C7-48A3-8E1A-03AB3D7B448E},,,,
1058,06037209810,Los Angeles,Los Angeles,2646,1,1,1,1,1,0,1,1,0,5,2023,{498B447D-E146-491B-A7B0-0F9986484E7E},,,,
1059,06037530006,Los Angeles,Montebello,4963,1,1,1,1,0,1,1,0,0,4,2023,{4A946A86-C2A7-4956-A725-D07C3F0B220C},,,,
1060,06037209520,Los Angeles,Los Angeles,2678,1,1,1,0,1,0,0,1,1,4,2023,{5C3E8B05-DA2B-402D-90BE-E57568CB4C5F},,,,
1061,06037208720,Los Angeles,Los Angeles,3602,1,1,0,1,1,0,1,1,1,5,2023,{9656CDF4-DABC-4D4F-9B9F-CF3CC3F2910A},,,,
1062,06037208710,Los Angeles,Los Angeles,4846,0,1,1,1,1,0,1,0,0,4,2023,{A865BBD8-1465-42A6-B62C-1A68E1E636A8},,,,
1063,06065042621,Riverside,Moreno Valley,8304,1,1,1,0,0,1,1,0,1,4,2023,{EE57BEB2-9B94-4A4D-961F-6CFFEB50B901},,,,
1064,06037219010,Los Angeles,Los Angeles,3042,1,1,1,0,0,1,1,1,1,5,2023,{F5DE9D5C-52A5-440B-A298-91B4EA75ECE4},,,,
1065,06037404902,Los Angeles,Baldwin Park,3596,0,1,1,1,1,1,1,1,1,7,2023,{F8D2B815-4D3C-4AC7-904C-754DE206BBE0},,,,
1066,06037481401,Los Angeles,San Gabriel,5314,1,1,1,0,1,1,0,1,0,4,2023,{ECAC2AA5-0BC0-43B9-9D3F-61AF7C94EBC0},,,,
1067,06037190901,Los Angeles,Los Angeles,3613,1,1,0,1,1,0,1,1,1,5,2023,{40C85344-F8E4-4A9E-A362-58044A7A3CB1},,,,
1068,06065042512,Riverside,Moreno Valley,3740,1,1,1,0,0,1,1,1,1,5,2023,{DF8022AD-B0C5-481E-9323-585C7CF3B9C9},,,,
1069,06065044000,Riverside,Beaumont,1923,1,1,1,1,0,1,0,1,1,5,2023,{9ACE956E-30CC-4D32-80E4-DD27754434A8},,,,
1070,06065044101,Riverside,Banning,3111,1,1,1,0,0,1,1,1,1,5,2023,{889517D6-0493-4105-86BE-97A6D1BC836C},,,,
1071,06065044102,Riverside,Banning,3497,1,1,1,1,1,1,1,1,1,7,2023,{78F9F35F-B814-47B4-90F3-4D5C90FE6E3E},,,,
1072,06065041411,Riverside,Unincorporated,2918,1,1,1,1,0,1,1,1,1,6,2023,{8DA4B5E3-A579-48A3-B05F-3CC5B6552B33},,,,
1073,06065041412,Riverside,Unincorporated,5594,0,1,1,1,0,1,1,1,0,5,2023,{FABA5C9D-986C-4F7A-929C-9E77DFA27E1A},,,,
1074,06065041704,Riverside,Corona,3656,1,1,1,0,1,1,1,1,1,6,2023,{0E462AAE-CD04-4693-9D42-D4200F191CF1},,,,
1075,06065044200,Riverside,Banning,5894,1,1,1,1,1,1,1,1,1,7,2023,{18D9AC55-9B38-4C73-96AF-1B4DC1B74B78},,,,
1076,06065044509,Riverside,Desert Hot Springs,5464,1,1,1,1,1,1,1,1,1,7,2023,{488559FE-D993-49BD-A436-82444068153C},,,,
1077,06065044701,Riverside,Palm Springs,3042,1,0,1,1,1,0,1,0,1,5,2023,{12278944-A4AC-423B-92B3-5CBAB767E847},,,,
1078,06065046200,Riverside,Unincorporated,2601,1,1,1,1,1,1,1,1,1,7,2023,{ABCC0972-43F3-4DFF-A3FE-246EC577F50D},,,,
1079,06037503000,Los Angeles,Unincorporated,6164,1,1,0,0,0,0,1,1,0,2,2023,{292030AC-C8B2-4690-9F37-2009EE5DC5BA},,,,
1080,06037480803,Los Angeles,Alhambra,3276,0,1,1,1,0,0,1,0,1,4,2023,{2B9B5904-DF30-4414-9F23-8707D09EB393},,,,
1081,06037501400,Los Angeles,Whittier,3360,1,1,1,1,0,1,1,1,0,5,2023,{C0467C93-27A0-4CD1-816F-BD01E0F3731B},,,,
1082,06037501503,Los Angeles,Whittier,5747,1,1,1,0,0,1,0,0,1,3,2023,{1CBC812D-6F49-42B5-8E99-76BBCA78168E},,,,
1083,06037501504,Los Angeles,Whittier,3377,1,1,1,1,1,1,0,0,0,4,2023,{70807B26-6FF4-419E-B80C-9D88C585D4BB},,,,
1084,06037480804,Los Angeles,Alhambra,5151,0,1,1,1,1,0,0,0,0,3,2023,{51048D82-DF28-45EC-A35C-FD85A13291AA},,,,
1085,06037480903,Los Angeles,Alhambra,2966,1,1,1,0,1,0,1,1,0,4,2023,{0DD5D1AD-FF57-4F0F-9BDD-28D430D64EB6},,,,
1086,06037481002,Los Angeles,Alhambra,5318,1,1,1,1,1,0,1,0,0,4,2023,{4AF761EF-92A1-4F84-958A-8A532594B9A2},,,,
1087,06037481101,Los Angeles,San Gabriel,4110,0,1,1,0,1,1,1,0,1,5,2023,{0E46209B-1940-4C88-B6DE-6CFD379C84B4},,,,
1088,06037481103,Los Angeles,San Gabriel,5219,1,1,1,0,1,1,0,1,0,4,2023,{BAA8B669-01EA-405C-BD10-1CC2357A397A},,,,
1089,06037481201,Los Angeles,Temple City,4238,1,1,1,0,1,1,1,0,0,4,2023,{12936829-460C-4F9B-9E17-488E8D2AB166},,,,
1090,06037481300,Los Angeles,Rosemead,3353,1,1,1,0,1,1,0,1,0,4,2023,{9AE12231-1583-48E9-8CE6-8A50075A5E87},,,,
1091,06037601900,Los Angeles,Inglewood,4805,1,1,1,1,0,0,1,1,0,4,2023,{7593E974-DB53-4CFB-B443-2A90F0A28E5F},,,,
1092,06037534501,Los Angeles,Huntington Park,5400,1,1,1,0,1,0,0,1,0,3,2023,{6AE5850F-2290-4B89-94FE-CB6E8DD91742},,,,
1093,06037232120,Los Angeles,Los Angeles,5305,1,1,1,0,1,0,1,1,1,5,2023,{EB3BDEB3-B91D-4F5A-8C3F-EB770F128E13},,,,
1094,06037502100,Los Angeles,Whittier,4889,0,1,1,1,0,0,1,1,0,4,2023,{B95C8E90-8F38-4481-B3F7-50C129B76AE7},,,,
1095,06037502401,Los Angeles,Pico Rivera,5211,1,1,1,0,0,1,1,1,0,4,2023,{A34024BA-8F40-4210-AB36-FFB392BF862F},,,,
1096,06037502402,Los Angeles,Pico Rivera,3578,0,1,1,1,0,0,1,1,0,4,2023,{7F76454B-CCED-48BF-9126-A24E745C1088},,,,
1097,06037481604,Los Angeles,Alhambra,3983,0,1,1,0,1,1,1,0,1,5,2023,{A747C512-8970-4A1D-80F3-48199BF8F6EF},,,,
1098,06037481712,Los Angeles,Monterey Park,5222,1,1,1,1,1,0,1,1,0,5,2023,{B673379A-D6B2-4761-8624-FCB2C3BC1B99},,,,
1099,06037481713,Los Angeles,Monterey Park,2802,1,1,1,0,1,0,1,1,0,4,2023,{1E66EA8C-1E01-4584-8205-B8943CA34890},,,,
1100,06037481714,Los Angeles,Monterey Park,2749,1,1,1,1,1,0,1,1,0,5,2023,{2A05AE7A-63EE-48D6-95CA-B89630DE686A},,,,
1101,06037481901,Los Angeles,Alhambra,5732,0,1,1,1,1,0,1,0,0,4,2023,{F579EF17-1B94-464D-836B-4EE2FAABED19},,,,
1102,06037481500,Los Angeles,Alhambra,4108,0,1,1,1,1,0,1,0,0,4,2023,{D9EABD41-D129-401E-AA0F-07A52C0BAC90},,,,
1103,06037481902,Los Angeles,Alhambra,3274,1,1,1,0,1,1,1,0,0,4,2023,{0E7EF41B-4DC7-4E7B-98F5-F81487FA09E3},,,,
1104,06037482001,Los Angeles,Monterey Park,2645,0,1,1,1,1,0,1,0,0,4,2023,{F119A2BB-2009-49CD-BF38-A236E9D2C11E},,,,
1105,06037294830,Los Angeles,Los Angeles,4243,1,1,1,0,1,1,1,1,1,6,2023,{A5D5C256-AFC2-4B15-9BFB-5332C10E9AE9},,,,
1106,06037482101,Los Angeles,Monterey Park,4507,1,1,1,1,1,0,0,0,0,3,2023,{BCA427AA-D967-4D1A-AB35-5DA2CF293F92},,,,
1107,06037482102,Los Angeles,Monterey Park,3070,0,1,1,1,1,0,1,0,0,4,2023,{A1B05CD9-182D-4BC2-9310-934C8BC025F3},,,,
1108,06037502500,Los Angeles,Pico Rivera,4038,1,1,0,0,1,1,0,1,1,4,2023,{0E1B935A-A0FE-4CCC-909D-2C25F1A6D6A5},,,,
1109,06037502602,Los Angeles,Pico Rivera,4194,1,1,1,0,0,0,1,1,0,3,2023,{976DE903-BDD6-4D02-B7A8-AEEB65BCB820},,,,
1110,06037500500,Los Angeles,Pico Rivera,2993,1,1,1,0,0,1,0,1,0,3,2023,{459BA3C9-06F9-4ECD-BD8F-4E59539901C6},,,,
1111,06037500402,Los Angeles,Pico Rivera,5020,0,1,1,0,1,1,1,1,0,5,2023,{7FD85C01-D747-4E7A-A93F-D2C8A40CE9D1},,,,
1112,06037500900,Los Angeles,Pico Rivera,5837,1,1,1,1,1,1,1,1,0,6,2023,{E991687F-C04A-40FC-A508-249A42327D50},,,,
1113,06071007303,San Bernardino,Loma Linda,5373,1,1,0,1,1,0,1,0,1,4,2023,{C0EEE203-2715-43D1-A97B-1402A619D2CD},,,,
1114,06037531702,Los Angeles,Unincorporated,4896,1,1,1,0,1,0,0,1,1,4,2023,{54FACE10-1D84-4B4C-8F49-CA2A9EAF24E9},,,,
1115,06037553100,Los Angeles,Bellflower,7038,0,1,1,0,0,0,1,1,1,4,2023,{F44D503D-5B3D-471F-8E55-6E15DB16D797},,,,
1116,06037553502,Los Angeles,Paramount,3906,1,1,1,1,1,0,1,1,1,6,2023,{1A9BBF71-12A1-4DEC-8FE6-E0C540CFF4FD},,,,
1117,06037553601,Los Angeles,Paramount,4880,1,1,1,0,0,1,1,1,1,5,2023,{16AE9ACC-D8FF-4B5B-B43C-194B17FD476A},,,,
1118,06037553701,Los Angeles,Paramount,3884,1,1,1,0,1,1,0,1,1,5,2023,{DB3FED0E-8325-4459-93A5-72E3DA27D056},,,,
1119,06037554403,Los Angeles,Bellflower,5593,1,1,1,0,0,1,0,1,1,4,2023,{916B30CD-63FF-4AF5-A649-9E0EE1D98752},,,,
1120,06037554404,Los Angeles,Bellflower,4669,1,1,1,0,0,1,1,0,1,4,2023,{B784FEB1-2084-4011-8C55-63B1E8FD6E53},,,,
1121,06037602402,Los Angeles,Hawthorne,7204,0,1,1,0,0,0,0,1,1,3,2023,{9F1227D0-C1B6-4434-97C2-FB773743EADC},,,,
1122,06037602403,Los Angeles,Hawthorne,4505,1,1,0,0,0,0,0,1,0,1,2023,{F8E3C4A9-D8A4-4C93-8944-7EC4BBBC3782},,,,
1123,06037602404,Los Angeles,Hawthorne,5927,1,1,1,0,1,0,1,1,1,5,2023,{B7D6E03B-E133-494F-B74F-BCFE4316E56C},,,,
1124,06037531502,Los Angeles,Unincorporated,3240,1,1,1,0,1,0,1,1,1,5,2023,{80FD6BE3-FA80-4D33-B069-7D3CD26871BA},,,,
1125,06037531603,Los Angeles,Unincorporated,3670,1,1,1,0,1,1,1,1,1,6,2023,{94201535-CC8A-4CCE-A1D2-FEC7C41D5E21},,,,
1126,06037531604,Los Angeles,Unincorporated,3286,1,1,1,1,1,0,1,1,0,5,2023,{9DA87DD4-E029-4642-AA4F-7255778B0DA2},,,,
1127,06037531701,Los Angeles,Unincorporated,5924,1,1,1,0,1,0,0,1,1,4,2023,{5813F856-3B43-4997-8457-DDB16932A2DA},,,,
1128,06037531901,Los Angeles,Unincorporated,6042,1,1,0,1,1,0,0,1,1,4,2023,{4606F15F-4B07-4C61-9746-39FCD1D0834A},,,,
1129,06037532200,Los Angeles,Montebello,6921,1,1,1,0,1,1,1,1,1,6,2023,{29E81EBA-16D7-4619-A383-808E60251736},,,,
1130,06037531902,Los Angeles,Unincorporated,4582,1,1,1,1,1,0,0,1,1,5,2023,{AA59C55F-39A6-43D6-ABF5-DB9968E39A32},,,,
1131,06037532001,Los Angeles,Montebello,2967,1,1,1,1,1,0,1,1,0,5,2023,{9777BA03-7194-49A1-AF62-015CFD261ADA},,,,
1132,06059011720,Orange,Placentia,5848,1,1,1,0,1,1,1,1,1,6,2023,{85D50944-7802-4DA6-B4DA-58F5D00A2701},,,,
1133,06059011721,Orange,Placentia,5368,1,1,1,0,0,1,1,1,0,4,2023,{D428A65C-F69E-4A4E-ABE1-5923AC10B3A0},,,,
1134,06037532101,Los Angeles,Montebello,7382,1,1,1,1,1,1,1,1,1,7,2023,{E3CF770C-1817-40AB-8E1E-3D10A7CAEFDD},,,,
1135,06037532002,Los Angeles,Montebello,3516,1,1,1,1,1,1,0,1,1,6,2023,{9979434A-03B4-4B9A-8A51-940046F962EB},,,,
1136,06059011722,Orange,Placentia,2291,1,1,1,1,1,0,1,0,0,4,2023,{1616E141-C771-406B-BCB7-766F414D0023},,,,
1137,06059042312,Orange,San Juan Capistrano,7516,1,1,1,1,1,1,1,1,0,6,2023,{5FD8312B-061B-48DF-9A6B-34C2C3A6A213},,,,
1138,06059063604,Orange,Costa Mesa,4401,1,1,1,1,0,1,1,1,0,5,2023,{08785D19-8F6B-4FDF-828A-214D729287AD},,,,
1139,06037553702,Los Angeles,Paramount,4707,1,1,1,0,1,1,1,1,1,6,2023,{24C8F6CC-FA77-4615-904C-C57DAFBDAD11},,,,
1140,06037553801,Los Angeles,Paramount,4241,1,1,1,0,0,1,1,1,1,5,2023,{96F1A352-6A51-4F79-8315-FEFCA1B19AB8},,,,
1141,06037553802,Los Angeles,Paramount,6959,1,1,1,0,0,1,1,1,1,5,2023,{3510DD55-9602-4B1B-8AF2-24A84F26002A},,,,
1142,06037553901,Los Angeles,Paramount,6344,1,1,1,0,0,1,0,1,1,4,2023,{541F0A9B-E81F-4AD9-8F1F-645956468C98},,,,
1143,06037554002,Los Angeles,Bellflower,5636,0,1,1,0,0,1,1,1,1,5,2023,{CE409A77-59A8-433D-83DA-57A146BF10CD},,,,
1144,06037554101,Los Angeles,Bellflower,3237,1,1,1,0,1,1,1,1,1,6,2023,{A7E2695F-8EFF-4506-A946-0BDD83B68AD6},,,,
1145,06037554515,Los Angeles,Cerritos,3338,0,1,1,1,1,0,1,0,0,4,2023,{754E5EAC-B21C-4C18-8220-B78DAF44B0CA},,,,
1146,06037570100,Los Angeles,Long Beach,3282,0,1,1,1,0,0,1,0,1,4,2023,{A7FAA772-5C18-478C-A55B-65BABD1FBFCF},,,,
