OBJECTID,GEOID,County,City,TotalPop,LowInc_PEC,POC_PEC,VulAge_PEC,PWD_PEC,LEP_PEC,LVTA_PEC,HHCostB_PEC,NoHS_PEC,SinParHH_PEC,OthPriorityPops,YEAR,GlobalID,created_user,created_date,last_edited_user,last_edited_date
756,06071004902,San Bernardino,San Bernardino,2736,1,1,1,1,1,1,1,1,1,7,2023,{94EB8376-15E4-4DA0-A9D1-C5C1C0D79EE2},,,,
757,06071007112,San Bernardino,Colton,2882,1,1,1,0,0,1,0,0,1,3,2023,{414A9CAC-5648-477E-BA2A-32AF08B9839D},,,,
758,06071004901,San Bernardino,San Bernardino,4454,1,1,1,1,1,1,1,1,1,7,2023,{3AFDB1D2-8382-4AED-B38B-960DE8F1B2B1},,,,
759,06071005501,San Bernardino,San Bernardino,3678,1,1,1,0,1,1,1,1,1,6,2023,{1CD05319-8998-4214-8E55-3C2E352B81E2},,,,
760,06071005502,San Bernardino,San Bernardino,5939,1,1,1,1,1,1,1,1,1,7,2023,{CF7987AC-7B02-49E1-832A-AACF9027E80A},,,,
761,06071003201,San Bernardino,Fontana,3228,0,1,1,0,1,0,1,1,0,4,2023,{8E5A8062-6B81-4607-9E41-922BCBAA31CC},,,,
762,06071003202,San Bernardino,Fontana,4230,1,1,1,0,1,0,1,1,1,5,2023,{8F0571BE-FA4D-44B2-AADB-676E090675A5},,,,
763,06071002309,San Bernardino,Fontana,3451,0,1,1,0,1,1,1,1,1,6,2023,{A7D1C8A7-4D2E-4C32-844A-340AEA669E48},,,,
764,06071000306,San Bernardino,Montclair,3421,1,1,1,0,1,1,1,1,1,6,2023,{2D25D2CC-E839-48D5-BC1C-1F2B9C59CEAD},,,,
765,06071002313,San Bernardino,Fontana,6683,1,1,0,0,0,1,1,1,1,4,2023,{B81D11EE-7C52-48CB-94BE-F5D3528693A7},,,,
766,06071000308,San Bernardino,Unincorporated,4152,1,1,0,0,1,1,1,1,0,4,2023,{B98E6C40-47C1-4143-A194-CD0D0810AAE2},,,,
767,06071006304,San Bernardino,Highland,5341,1,1,1,1,0,1,1,1,1,6,2023,{24249F3F-CF1D-4B81-9EE5-CB14A6529447},,,,
768,06071009132,San Bernardino,Adelanto,2318,1,1,1,0,1,1,1,1,1,6,2023,{A879CE52-E083-4461-8158-3D467C3F87B1},,,,
769,06071006101,San Bernardino,San Bernardino,4643,0,1,1,0,1,1,0,1,1,5,2023,{634F8363-4DD1-472C-B83C-692C86C72D4F},,,,
770,06071001910,San Bernardino,Ontario,1933,1,1,1,0,1,0,1,0,0,3,2023,{B59B6CFA-BBE6-4469-B867-4FC0D0BC0805},,,,
771,06071012201,San Bernardino,Chino,7861,0,1,1,0,1,1,1,0,1,5,2023,{99DA4FBA-315A-46A6-AF86-B82B22392880},,,,
772,06071000119,San Bernardino,Chino Hills,3766,0,1,1,1,1,0,1,0,0,4,2023,{9B62B257-D79F-43A9-BAE2-9C3A042305AF},,,,
773,06071009128,San Bernardino,Victorville,4929,1,1,1,1,0,1,1,1,0,5,2023,{D5B8EB9B-3A1A-4A0B-BC53-6E272CA0E1B4},,,,
774,06071009134,San Bernardino,Unincorporated,650,1,0,1,1,0,0,1,1,0,4,2023,{0CC97F13-87E7-4FC0-85FA-BB99BE8A7BA9},,,,
775,06065040605,Riverside,Jurupa Valley,3121,1,1,1,0,1,1,1,1,1,6,2023,{05E9AEFA-4EB6-4747-962D-7492799F43C6},,,,
776,06071010031,San Bernardino,Hesperia,5237,1,1,1,1,0,1,0,0,0,3,2023,{F2F2030F-6395-48D3-B3DA-873A1988D4E2},,,,
777,06071009131,San Bernardino,Adelanto,5569,1,1,1,1,0,1,0,1,1,5,2023,{5FE2B365-DA71-464A-B5E4-BF6918788EB5},,,,
778,06071009137,San Bernardino,Victorville,3214,0,1,1,0,1,1,1,1,0,5,2023,{9F8F6F10-570D-409E-A8E2-F4BFA9D32AF9},,,,
779,06071009138,San Bernardino,Victorville,5043,1,0,1,1,0,1,1,1,0,5,2023,{C2B057CD-C3D9-4B06-BB91-E323AED15B6A},,,,
780,06071009139,San Bernardino,Victorville,5002,1,1,1,0,0,0,0,0,1,2,2023,{D8EE8731-48FE-49F6-9BAA-4C7B23026165},,,,
781,06071009125,San Bernardino,Adelanto,5555,0,1,1,1,0,1,0,1,1,5,2023,{86C840E4-8551-419C-AFE9-AD63EB1104B2},,,,
782,06071009124,San Bernardino,Adelanto,5173,1,1,1,0,1,1,1,1,0,5,2023,{163E6CBD-0222-4C26-888F-2CBCA9640C93},,,,
783,06071007606,San Bernardino,Highland,3650,1,1,1,0,1,1,1,1,1,6,2023,{B28775A7-897F-48A6-85CB-C36109A9F6CB},,,,
784,06071009120,San Bernardino,Unincorporated,4709,1,0,1,1,0,1,1,0,1,5,2023,{EDC29904-BDA7-40D5-AE9B-943C1D080C91},,,,
785,06071010434,San Bernardino,Twentynine Palms,1301,1,0,1,1,0,0,1,0,1,4,2023,{4DB681E2-2DEC-4F47-8D86-8B886BA26EA6},,,,
786,06071008003,San Bernardino,Redlands,4215,1,1,1,1,0,0,1,1,1,5,2023,{D8E56CE2-E415-4851-9D85-22AC1882C103},,,,
787,06071007605,San Bernardino,Highland,3931,1,1,1,0,1,1,1,1,1,6,2023,{A0F84E32-4B0A-47EA-805C-7B5F70FCA896},,,,
788,06071002406,San Bernardino,Unincorporated,2708,1,1,1,0,1,1,1,1,1,6,2023,{F61D4557-7F2F-447C-A2D5-7EC39D3EFDAF},,,,
789,06071002403,San Bernardino,Unincorporated,5257,1,1,0,0,1,1,1,1,0,4,2023,{5A0C8249-0F02-4CA8-A740-BDFD114A8D5E},,,,
790,06071002404,San Bernardino,Unincorporated,3677,1,1,1,0,1,0,0,1,0,3,2023,{C06C42D2-4AC9-4017-9C4F-55837A38172B},,,,
791,06065941500,Riverside,Unincorporated,5362,1,1,1,0,0,1,1,1,0,4,2023,{333A47FE-1122-4730-8EB5-FEB1EBA682CB},,,,
792,06065042744,Riverside,Unincorporated,4611,1,1,1,0,0,0,0,1,0,2,2023,{9A5E9FEB-D154-428C-BA87-A4FB3BE575DE},,,,
793,06065940400,Riverside,Coachella,6098,1,1,0,0,1,0,1,1,0,3,2023,{D387762F-FD34-4F65-8944-6FFED980C8C4},,,,
794,06037433804,Los Angeles,South El Monte,4673,1,1,1,0,1,1,1,1,0,5,2023,{3985E46E-77A7-4248-B24A-FA77F5502A22},,,,
795,06037530500,Los Angeles,Unincorporated,4195,1,1,0,1,1,0,1,1,1,5,2023,{02573C85-7633-497A-921E-BAB7506D1909},,,,
796,06037530400,Los Angeles,Monterey Park,3792,1,1,1,1,1,0,1,1,1,6,2023,{89904637-58EB-4257-87F4-332D78FA2A83},,,,
797,06037407601,Los Angeles,La Puente,4080,1,1,1,0,1,1,0,1,1,5,2023,{A3497B1E-79A5-45C2-A42A-A56180DD48A3},,,,
798,06037408003,Los Angeles,West Covina,4631,0,1,1,1,1,0,0,1,0,4,2023,{042C5010-9346-42D0-A2CE-00CDF034ABE9},,,,
799,06037434004,Los Angeles,South El Monte,3050,1,1,1,1,1,1,0,1,1,6,2023,{5ACCF22B-5AEA-4469-80C3-C9D5163C434F},,,,
800,06037434003,Los Angeles,El Monte,4015,1,1,1,1,1,1,1,1,1,7,2023,{E0A07C77-517D-4E64-8FA5-E24DD0CDE09B},,,,
801,06037407902,Los Angeles,West Covina,1680,0,1,1,1,0,0,1,1,0,4,2023,{DB8661DC-FA3D-4083-A7CD-3E637D7740CC},,,,
802,06037482522,Los Angeles,Montebello,4192,0,1,1,1,1,0,0,1,1,5,2023,{B337529C-532A-44E2-A75F-DB1F293374C1},,,,
803,06037407501,Los Angeles,Unincorporated,4212,1,1,1,0,1,1,0,1,1,5,2023,{14B2109C-EA12-4AE4-A7F5-701C387D6F06},,,,
804,06037434100,Los Angeles,South El Monte,6235,1,1,1,1,1,1,1,1,1,7,2023,{FE24E5A8-83C0-492B-9DED-871959A54686},,,,
805,06037406602,Los Angeles,West Covina,5031,0,1,1,1,1,0,1,0,1,5,2023,{D7055E0F-AA5C-4B42-887B-CDFEE23FFAC8},,,,
806,06037980016,Los Angeles,Vernon,328,0,1,1,0,0,0,1,1,1,4,2023,{D76D7D29-DCF9-46CF-A464-D34B862B9635},,,,
807,06037113239,Los Angeles,Los Angeles,2354,1,1,1,1,0,0,1,0,0,3,2023,{764D1EA8-B408-4529-9C51-24075AD312A7},,,,
808,06037113427,Los Angeles,Los Angeles,2156,1,1,1,0,1,0,1,0,1,4,2023,{CC8C590B-F491-46BB-A95B-696A910D2EA6},,,,
809,06037226702,Los Angeles,Los Angeles,4342,1,1,1,1,1,0,1,1,1,6,2023,{4C03B70D-E3E2-4CE1-868D-D217BD59FE93},,,,
810,06037403326,Los Angeles,Diamond Bar,2346,0,1,1,1,1,1,1,0,0,5,2023,{C60FAB82-7A0C-409B-A1F9-710374044E02},,,,
811,06037404501,Los Angeles,Azusa,2989,1,1,1,0,0,1,1,1,1,5,2023,{F6AF0D35-5428-437D-86BA-47AA55FDDF9E},,,,
812,06037431800,Los Angeles,Temple City,5218,0,1,1,1,1,0,1,0,0,4,2023,{45D3B09B-C85F-405D-BBF0-B238C2A97279},,,,
813,06071002901,San Bernardino,Fontana,4674,1,1,1,0,1,1,1,1,1,6,2023,{5AA1BABD-DAC3-4CB8-907D-82DB368E4A2C},,,,
814,06071003401,San Bernardino,Fontana,7340,1,1,1,0,0,1,1,1,1,5,2023,{E5AC4774-0E5C-4ED0-8F00-EFE0230610DB},,,,
815,06071003403,San Bernardino,Unincorporated,4458,1,1,0,0,1,0,1,1,0,3,2023,{63C73B2D-3303-4DC5-9736-54281EECF1F4},,,,
816,06071003700,San Bernardino,Rialto,3747,1,1,1,1,1,1,1,1,1,7,2023,{F632751C-7B9F-4B16-A453-285BE8671111},,,,
817,06037543203,Los Angeles,Compton,4329,1,1,1,0,1,0,1,1,1,5,2023,{0280BFF3-12C3-4E64-8BED-9A02D19D18FC},,,,
818,06071000304,San Bernardino,Montclair,6885,1,1,0,1,1,0,1,1,0,4,2023,{31B52779-A3DB-4161-947D-08EA16575DC8},,,,
819,06037206303,Los Angeles,Los Angeles,2430,1,1,0,1,1,0,1,1,0,4,2023,{46735F3F-4E6C-4A52-81AA-A48D54D59A93},,,,
820,06037206053,Los Angeles,Los Angeles,2973,1,1,1,1,1,0,1,1,1,6,2023,{2690B038-70B5-4D9D-9D1F-4242372C4B51},,,,
821,06037980011,Los Angeles,Long Beach,65,1,1,1,0,0,0,1,1,1,4,2023,{7E8A09F9-F589-40C3-AC29-77505E9FB520},,,,
822,06037578000,Los Angeles,Long Beach,6647,1,1,1,1,0,0,1,1,1,5,2023,{AA56E8D3-0A40-4B17-87F8-4682D0EACDE7},,,,
823,06071003900,San Bernardino,Rialto,5670,1,1,1,0,1,1,0,1,0,4,2023,{37AE981B-648D-4460-8CCC-EEF7EB7002C3},,,,
824,06065044505,Riverside,Unincorporated,7149,1,1,1,1,0,1,1,0,0,4,2023,{97ACC965-D60A-4791-855F-221A338358CE},,,,
825,06037650606,Los Angeles,Torrance,4341,0,1,1,1,1,1,1,0,0,5,2023,{B304F888-E3B0-4565-8077-D1B115B0EBCC},,,,
826,06037570503,Los Angeles,Long Beach,4121,0,1,1,1,0,0,1,1,1,5,2023,{203C717B-9315-444F-BF57-B0B9CA2434C1},,,,
827,06037570306,Los Angeles,Long Beach,2930,1,1,1,1,0,0,1,1,0,4,2023,{3CCDCB19-0A65-49EE-8E41-32AA1D61776C},,,,
828,06037570305,Los Angeles,Long Beach,4163,1,1,1,0,0,0,1,1,1,4,2023,{16016AC0-6D3B-49EA-AEF4-7AF70593ABBE},,,,
829,06037901300,Los Angeles,Unincorporated,2367,1,0,1,0,0,0,1,1,1,4,2023,{B342C31F-81B7-48C4-8B6F-C0BE51D14A40},,,,
830,06071002501,San Bernardino,Unincorporated,6392,1,1,1,0,1,1,0,1,1,5,2023,{1088E444-C092-4C86-B76C-3622A24ABDA2},,,,
831,06037570504,Los Angeles,Long Beach,3815,1,1,1,1,0,0,1,1,1,5,2023,{61F0BD74-7314-4268-81B1-A504BC7CC35C},,,,
832,06037604101,Los Angeles,Lawndale,4086,1,1,1,0,0,0,1,1,0,3,2023,{C73D748D-78E7-41D6-A3CF-ED58A3BC44F8},,,,
833,06037543705,Los Angeles,Carson,3440,1,1,1,0,0,0,1,1,0,3,2023,{01B88DDD-D977-44C4-9EEC-2C6FE9397F22},,,,
834,06071002902,San Bernardino,Fontana,6177,1,1,1,0,1,1,1,1,0,5,2023,{A12FA3C9-545D-4464-A524-22E0008B9FEB},,,,
835,06037920035,Los Angeles,Santa Clarita,8186,1,0,1,0,0,1,1,1,1,5,2023,{D6137019-7959-4F7B-95B4-4E21E7AD8F56},,,,
836,06037573101,Los Angeles,Long Beach,4583,1,1,1,1,0,0,1,1,1,5,2023,{372CA02D-DC0E-459D-82C5-9F42564AE96F},,,,
837,06037573102,Los Angeles,Long Beach,2795,1,1,1,0,0,0,1,0,0,2,2023,{58F3A2D4-61E8-4543-9067-29C789639A7E},,,,
838,06037555106,Los Angeles,Hawaiian Gardens,2882,1,1,1,0,1,1,1,1,1,6,2023,{C7FC2E58-09FF-4808-8861-F0FA3673ED1B},,,,
839,06037603007,Los Angeles,Gardena,3510,1,1,1,1,0,0,1,0,1,4,2023,{574D8F10-BD1D-4C13-89C5-2DA358A2AD53},,,,
840,06037602202,Los Angeles,Hawthorne,2799,0,1,1,1,0,1,1,1,0,5,2023,{09EF7597-1E21-4CF2-ADCD-B362030647B0},,,,
841,06037293206,Los Angeles,Los Angeles,2967,1,1,1,1,1,1,0,1,0,5,2023,{63FEF9FD-B328-41CB-A95D-89439D6242BD},,,,
842,06037543606,Los Angeles,Unincorporated,3589,1,1,1,0,1,0,1,0,0,3,2023,{E2A4AB25-1BE0-4756-AB2D-FB3DFB6ACDFF},,,,
843,06037650903,Los Angeles,Torrance,5366,1,1,1,0,0,0,1,0,0,2,2023,{8D04C9CC-6CC9-4075-9FAF-EA7463FF4859},,,,
844,06037543803,Los Angeles,Carson,4178,1,1,1,1,1,0,1,0,0,4,2023,{29878C9D-586C-4BE7-BA81-87E21815CE12},,,,
845,06037920038,Los Angeles,Santa Clarita,1785,1,1,1,0,0,0,1,0,1,3,2023,{A8C014AA-36EF-41EE-9D69-F42D1D2328BF},,,,
846,06037104823,Los Angeles,Los Angeles,3346,1,1,1,0,1,0,1,1,1,5,2023,{2A3639A3-2A8A-46AB-A935-2ABA4824CEE3},,,,
847,06037111304,Los Angeles,Los Angeles,2987,1,1,0,0,0,0,1,0,1,2,2023,{A46F8A01-1976-466C-BA31-4366C27B5F89},,,,
848,06037910607,Los Angeles,Palmdale,4167,1,1,1,1,0,1,1,1,0,5,2023,{CCE45DF5-C153-4F5F-ADF6-FB3DED71E0DA},,,,
849,06037101221,Los Angeles,Los Angeles,3723,1,0,1,1,1,0,1,1,0,5,2023,{3795DE7A-ACF1-4371-BFB1-6BB0152D7E69},,,,
850,06037910608,Los Angeles,Palmdale,3409,1,1,1,1,0,1,1,1,1,6,2023,{3631F707-5F4D-4AD3-BB71-815E4BEF75F2},,,,
851,06037910718,Los Angeles,Palmdale,5007,1,1,1,1,0,0,1,1,0,4,2023,{D6B239F4-361F-442F-80D2-39FD45E27EEB},,,,
852,06037911100,Los Angeles,Unincorporated,7886,1,1,1,1,0,0,1,1,0,4,2023,{2BEBCA44-926D-4329-8534-121318C48A28},,,,
853,06037910405,Los Angeles,Palmdale,6169,1,1,1,1,0,1,1,1,1,6,2023,{27F99299-1F8B-44B0-AC91-E5B6DB7D0F5A},,,,
854,06037900509,Los Angeles,Lancaster,4240,1,1,1,0,0,1,0,1,1,4,2023,{F0D395F3-6DD2-41A8-A7C0-02100B748B22},,,,
855,06037901012,Los Angeles,Lancaster,6637,0,1,1,0,1,1,1,1,0,5,2023,{BD58A1B3-FF4B-4B05-870D-90FD87C670AF},,,,
856,06037900611,Los Angeles,Lancaster,4949,1,1,1,0,0,1,0,0,0,2,2023,{EEFD8007-239B-4942-8825-819AF5D2A186},,,,
857,06037900510,Los Angeles,Lancaster,3730,1,1,1,1,0,1,1,0,1,5,2023,{9C9891DD-9DAD-4EFB-B1B6-1C39DB5770CC},,,,
858,06037125322,Los Angeles,Los Angeles,1979,1,0,1,1,1,0,1,0,0,4,2023,{04FE0E3A-0D79-49C4-9FCF-257D434A839A},,,,
859,06037310705,Los Angeles,Burbank,2483,1,0,1,1,1,0,1,0,0,4,2023,{21C049E4-51CA-4B3F-B3D2-DD59B9569CF6},,,,
860,06037139505,Los Angeles,Los Angeles,2609,1,0,1,1,1,0,1,0,0,4,2023,{A62B778F-DC7E-400C-9B32-4E401E64C63E},,,,
861,06037310704,Los Angeles,Burbank,4256,1,0,1,1,1,0,1,0,0,4,2023,{4EBD5FF5-4EDA-4019-8BFD-CFA6F626AE7A},,,,
862,06037133102,Los Angeles,Los Angeles,3663,1,0,1,1,1,0,1,0,1,5,2023,{2DE485A7-800E-45A1-8D2A-8D2693C1CE3C},,,,
863,06037131024,Los Angeles,Los Angeles,3905,0,1,1,0,0,0,1,1,1,4,2023,{56EB1B85-BCA8-4581-9047-E07CBE1D4688},,,,
864,06037113424,Los Angeles,Los Angeles,3256,1,0,1,1,0,0,1,0,1,4,2023,{3E27FAA5-E692-42EE-9AA0-4CEAB720212B},,,,
865,06037131022,Los Angeles,Los Angeles,2822,1,1,0,1,1,0,1,0,1,4,2023,{4992DA95-924F-4889-89AF-2274F0FCBCAC},,,,
866,06037119802,Los Angeles,Los Angeles,3313,1,1,1,0,0,0,1,1,0,3,2023,{112BA1E1-B17E-4000-9385-68F43CBE518A},,,,
867,06037293205,Los Angeles,Los Angeles,3478,1,1,1,1,0,1,1,1,1,6,2023,{2A44B483-A73E-4F0C-B6E9-CA5B975D7407},,,,
868,06037292001,Los Angeles,Los Angeles,4582,1,1,1,0,1,1,1,1,1,6,2023,{D8F192C3-02ED-47E5-8BB1-8F699BB1BC8F},,,,
869,06037603902,Los Angeles,Lawndale,3268,1,1,1,0,1,0,1,1,0,4,2023,{AB9E832B-2B3C-487A-AF0E-8CBCFB7032FE},,,,
870,06037603008,Los Angeles,Gardena,4189,1,1,1,1,1,0,0,1,0,4,2023,{1AD6D87A-B706-43A4-9A6B-96B2FB485CFB},,,,
871,06037541402,Los Angeles,Unincorporated,3725,1,1,1,0,0,0,1,1,1,4,2023,{23A5B3F3-9758-4E5B-9249-576E6C0415F3},,,,
872,06037602511,Los Angeles,Hawthorne,4803,1,1,1,1,0,1,1,1,1,6,2023,{25193462-8F26-4746-BFB1-D4C7F34A8DB0},,,,
873,06037503704,Los Angeles,La Mirada,4512,0,1,1,1,1,0,1,0,0,4,2023,{1D5B6C29-8576-4A0B-AF51-3B88B0B1145F},,,,
874,06037602602,Los Angeles,Gardena,3046,0,1,1,1,0,0,1,0,1,4,2023,{01EE3035-5EE3-490C-896E-A07201179EC6},,,,
875,06037551801,Los Angeles,Downey,3221,0,1,1,1,1,0,1,1,1,6,2023,{EEA4FC13-5461-4B5F-9795-05FB3E5A0E09},,,,
876,06037536202,Los Angeles,South Gate,4564,0,1,1,1,1,1,1,1,0,6,2023,{2B35C8BC-C7B0-40AE-8A36-980341A0AD76},,,,
