X,Y,OBJECTID,LOCAL_GOVERNMENT,CSCPORTAL,NAME,SWIS,COUNTY,MUNI_TYPE,STATUS_AS,DATE_ADOPT
-74.768136878,41.71616378,1,Sullivan County,https://climatesmart.ny.gov/,Sullivan,480000,Sullivan,County,Bronze Certified,2/11/2010
-76.473769568,42.4518521640001,2,Tompkins County,https://climatesmart.ny.gov/,Tompkins,500000,Tompkins,County,Silver Certified,4/21/2009
-74.258327127,41.8878549770001,3,Ulster County,https://climatesmart.ny.gov/,Ulster,510000,Ulster,County,Silver Certified,8/16/2011
-73.845943618,43.560947259,4,Warren County,https://climatesmart.ny.gov/,Warren,520000,Warren,County,Bronze Certified,6/19/2019
-73.7553420579999,41.164295871,5,Westchester County,https://climatesmart.ny.gov/,Westchester,550000,Westchester,County,Bronze Certified,12/14/2015
-73.973690378,42.6001367330001,6,Albany County,https://climatesmart.ny.gov/,Albany,010000,Albany,County,Bronze Certified,7/13/2009
-75.742708227,42.1237902680001,7,Broome County,https://climatesmart.ny.gov/,Broome,030000,Broome,County,Bronze Certified,6/20/2019
-76.5538715439999,42.916230591,8,Cayuga County,https://climatesmart.ny.gov/,Cayuga,050000,Cayuga,County,Registered,3/27/2018
-76.760037841,42.141342659,9,Chemung County,https://climatesmart.ny.gov/,Chemung,070000,Chemung,County,Bronze Certified,6/14/2021
-75.6115766039999,42.493330761,10,Chenango County,https://climatesmart.ny.gov/,Chenango,080000,Chenango,County,Registered,3/8/2021
-76.07024999,42.5948889360001,11,Cortland County,https://climatesmart.ny.gov/,Cortland,110000,Cortland,County,Registered,2/4/2010
-74.9668433109999,42.198017968,12,Delaware County,https://climatesmart.ny.gov/,Delaware,120000,Delaware,County,Registered,10/17/2012
-73.7428993029999,41.7645637910001,13,Dutchess County,https://climatesmart.ny.gov/,Dutchess,130000,Dutchess,County,Bronze Certified,9/14/2009
-78.724394608,42.7545125440001,14,Erie County,https://climatesmart.ny.gov/,Erie,140000,Erie,County,Silver Certified,6/12/2014
-73.791523669,44.1069579690001,15,Essex County,https://climatesmart.ny.gov/,Essex,150000,Essex,County,Registered,7/6/2010
-74.497086294,43.6603479230001,16,Hamilton County,https://climatesmart.ny.gov/,Hamilton,200000,Hamilton,County,Registered,2/4/2010
-75.449071563,43.784468599,17,Lewis County,https://climatesmart.ny.gov/,Lewis,230000,Lewis,County,Bronze Certified,6/8/2009
-75.6693122029999,42.9127016690001,18,Madison County,https://climatesmart.ny.gov/,Madison,250000,Madison,County,Bronze Certified,2/10/2011
-77.6966334529999,43.1458944550001,19,Monroe County,https://climatesmart.ny.gov/,Monroe,260000,Monroe,County,Registered,10/13/2020
-74.4234757039999,42.880064143,20,Montgomery County,https://climatesmart.ny.gov/,Montgomery,270000,Montgomery,County,Registered,6/28/2016
-73.5906624739999,40.753349633,21,Nassau County,https://climatesmart.ny.gov/,Nassau,280000,Nassau,County,Registered,11/22/2019
-75.435793465,43.241551697,22,Oneida County,https://climatesmart.ny.gov/,Oneida,300000,Oneida,County,Registered,2/4/2014
-76.1945004249999,43.00568715,23,Onondaga County,https://climatesmart.ny.gov/,Onondaga,310000,Onondaga,County,Registered,4/23/2009
-74.3056359,41.4020386930001,24,Orange County,https://climatesmart.ny.gov/,Orange,330000,Orange,County,Bronze Certified,12/1/2011
-76.141402509,43.425894542,25,Oswego County,https://climatesmart.ny.gov/,Oswego,350000,Oswego,County,Registered,8/13/2009
-75.0329400689999,42.633653343,26,Otsego County,https://climatesmart.ny.gov/,Otsego,360000,Otsego,County,Registered,5/14/2014
-73.749548969,41.426539609,27,Putnam County,https://climatesmart.ny.gov/,Putnam,370000,Putnam,County,Registered,6/4/2019
-74.0239927279999,41.152331872,28,Rockland County,https://climatesmart.ny.gov/,Rockland,390000,Rockland,County,Registered,8/3/2010
-74.058677608,42.8181206990001,29,Schenectady County,https://climatesmart.ny.gov/,Schenectady,420000,Schenectady,County,Bronze Certified,4/14/2009
-72.9931053029999,40.8577819930001,30,Suffolk County,https://climatesmart.ny.gov/,Suffolk,470000,Suffolk,County,Silver Certified,11/20/2012
-73.6320493059999,42.2497886630001,31,Columbia County,https://climatesmart.ny.gov/,Columbia,100000,Columbia,County,Bronze Certified,2/14/2018
-77.6966334529999,43.1458944550001,32,Monroe County,https://climatesmart.ny.gov/,Monroe,260000,Monroe,County,Bronze Certified,10/13/2020
-73.5822903,42.0352844080001,33,Town of Ancram,https://climatesmart.ny.gov/,Ancram,102000,Columbia,Town,Bronze Certified,2/18/2016
-76.568370279,42.933864617,34,City of Auburn,https://climatesmart.ny.gov/,Auburn,050100,Cayuga,City,Registered,2/11/2010
-73.5075683699999,42.3124599220001,35,Town of Austerlitz,https://climatesmart.ny.gov/,Austerlitz,102200,Columbia,Town,Bronze Certified,8/17/2017
-73.367581956,40.736662004,36,Town of Babylon,https://climatesmart.ny.gov/,Babylon,472000,Suffolk,Town,Bronze Certified,4/1/2009
-73.7987072829999,42.66644575,37,City of Albany,https://climatesmart.ny.gov/,Albany,010100,Albany,City,Bronze Certified,6/10/2009
-73.55359462,41.82424167,38,Town of Amenia,https://climatesmart.ny.gov/,Amenia,132000,Dutchess,Town,Registered,9/7/2017
-78.757322679,43.012773834,39,Town of Amherst,https://climatesmart.ny.gov/,Amherst,142200,Erie,Town,Registered,5/7/2012
-74.1908897549999,42.942176654,40,City of Amsterdam,https://climatesmart.ny.gov/,Amsterdam,270100,Montgomery,City,Registered,6/18/2019
-73.96540559,41.5036377530001,41,City of Beacon,https://climatesmart.ny.gov/,Beacon,130200,Dutchess,City,Silver Certified,4/4/2009
-73.667446476,41.2249761840001,42,Town of Bedford,https://climatesmart.ny.gov/,Bedford,552000,Westchester,Town,Silver Certified,10/20/2009
-73.8214302649999,42.584990997,43,Town of Bethlehem,https://climatesmart.ny.gov/,Bethlehem,012200,Albany,Town,Registered,4/21/2009
-76.913753523,42.1389024200001,44,Town of Big Flats,https://climatesmart.ny.gov/,Big Flats,072400,Chemung,Town,Registered,6/14/2017
-75.9092560079999,42.101385227,45,City of Binghamton,https://climatesmart.ny.gov/,Binghamton,030200,Broome,City,Bronze Certified,10/27/2011
-73.7947941479999,44.512014316,46,Town of Black Brook,https://climatesmart.ny.gov/,Black Brook,092600,Clinton,Town,Registered,8/12/2019
-74.8505274459999,41.687871848,47,Town of Bethel,https://climatesmart.ny.gov/,Bethel,482000,Sullivan,Town,Bronze Certified,11/13/2013
-77.58356513,43.117503006,48,Town of Brighton,https://climatesmart.ny.gov/,Brighton,262000,Monroe,Town,Bronze Certified,4/9/2014
-72.934671748,40.8589513090001,49,Town of Brookhaven,https://climatesmart.ny.gov/,Brookhaven,472200,Suffolk,Town,Registered,4/16/2009
-74.020480576,42.296491641,50,Town of Cairo,https://climatesmart.ny.gov/,Cairo,192400,Greene,Town,Registered,5/20/2009
-77.162165875,42.228146699,51,Town of Campbell,https://climatesmart.ny.gov/,Campbell,463000,Steuben,Town,Registered,2/11/2013
-78.8473300969999,42.901819204,52,City of Buffalo,https://climatesmart.ny.gov/,Buffalo,140200,Erie,City,Bronze Certified,4/25/2019
-73.6535465819999,43.5813175230001,53,Town of Bolton,https://climatesmart.ny.gov/,Bolton,522000,Warren,Town,Registered,2/2/2022
-79.031671509,42.582142839,54,Town of Brant,https://climatesmart.ny.gov/,Brant,142800,Erie,Town,Registered,2/14/2012
-75.860423822,42.873834081,55,Town of Cazenovia,https://climatesmart.ny.gov/,Cazenovia,252200,Madison,Town,Bronze Certified,4/2/2014
-77.3155331999999,42.8627360830001,56,Town of Canandaigua,https://climatesmart.ny.gov/,Canandaigua,322400,Ontario,Town,Registered,7/6/2017
-77.2804745729999,42.888578825,57,City of Canandaigua,https://climatesmart.ny.gov/,Canandaigua,320200,Ontario,City,Bronze Certified,2/13/2017
-76.329814128,42.3586933930001,58,Town of Caroline,https://climatesmart.ny.gov/,Caroline,502000,Tompkins,Town,Bronze Certified,2/14/2012
-73.864518216,43.6895938960001,59,Town of Chester,https://climatesmart.ny.gov/,Chester,522400,Warren,Town,Registered,5/14/2019
-73.816999086,41.8625420490001,60,Town of Clinton,https://climatesmart.ny.gov/,Clinton,132400,Dutchess,Town,Registered,3/2/2020
-78.056335217,43.174513914,61,Town of Clarendon,https://climatesmart.ny.gov/,Clarendon,342600,Orleans,Town,Registered,6/17/2014
-73.9668155639999,41.132652143,62,Town of Clarkstown,https://climatesmart.ny.gov/,Clarkstown,392000,Rockland,Town,Registered,5/17/2011
-73.687019198,42.2235737610001,63,Town of Claverack,https://climatesmart.ny.gov/,Claverack,102800,Columbia,Town,Registered,8/13/2020
-73.885634298,42.088204992,64,Town of Clermont,https://climatesmart.ny.gov/,Clermont,103000,Columbia,Town,Registered,6/7/2021
-73.824284658,42.858977548,65,Town of Clifton Park,https://climatesmart.ny.gov/,Clifton Park,412400,Saratoga,Town,Registered,10/5/2009
-73.910799842,41.2522575460001,66,Town of Cortlandt,https://climatesmart.ny.gov/,Cortlandt,552200,Westchester,Town,Bronze Certified,5/12/2009
-73.5514931499999,42.1286710840001,67,Town of Copake,https://climatesmart.ny.gov/,Copake,103200,Columbia,Town,Registered,6/9/2009
-76.178598211,42.600473058,68,City of Cortland,https://climatesmart.ny.gov/,Cortland,110200,Cortland,City,Registered,2/28/2019
-74.99374461,41.6794833970001,69,Town of Cochecton,https://climatesmart.ny.gov/,Cochecton,482400,Sullivan,Town,Registered,11/13/2013
-73.7078334729999,42.7732174440001,70,City of Cohoes,https://climatesmart.ny.gov/,Cohoes,010300,Albany,City,Registered,4/28/2009
-76.07041207,43.019636007,71,Town of De Witt,https://climatesmart.ny.gov/,De Witt,312600,Onondaga,Town,Registered,4/28/2009
-75.3682938109999,44.1074778990001,72,Town of Diana,https://climatesmart.ny.gov/,Diana,232400,Lewis,Town,Registered,2/9/2010
-73.573938454,41.683933734,73,Town of Dover,https://climatesmart.ny.gov/,Dover,132600,Dutchess,Town,Bronze Certified,7/27/2016
-76.353457211,42.4591372570001,74,Town of Dryden,https://climatesmart.ny.gov/,Dryden,502400,Tompkins,Town,Bronze Certified,8/18/2016
-75.003475392,41.759852595,75,Town of Delaware,https://climatesmart.ny.gov/,Delaware,482600,Sullivan,Town,Registered,1/3/2018
-76.4728655549999,42.3329843320001,76,Town of Danby,https://climatesmart.ny.gov/,Danby,502200,Tompkins,Town,Registered,9/12/2016
-73.827414728,44.7416064920001,77,Town of Dannemora,https://climatesmart.ny.gov/,Dannemora,093400,Clinton,Town,Registered,5/22/2019
-76.403599399,43.0513089990001,78,Town of Elbridge,https://climatesmart.ny.gov/,Elbridge,312800,Onondaga,Town,Registered,6/10/2016
-73.696881855,42.612250111,79,Town of East Greenbush,https://climatesmart.ny.gov/,East Greenbush,382400,Rensselaer,Town,Registered,3/10/2010
-72.072213287,40.997277378,80,Town of East Hampton,https://climatesmart.ny.gov/,East Hampton,472400,Suffolk,Town,Bronze Certified,3/4/2010
-75.5941938239999,42.8821447290001,81,Town of Eaton,https://climatesmart.ny.gov/,Eaton,252600,Madison,Town,Registered,7/14/2014
-78.9803391419999,42.658819927,82,Town of Evans,https://climatesmart.ny.gov/,Evans,144400,Erie,Town,Registered,11/9/2011
-76.038071313,42.819773716,83,Town of Fabius,https://climatesmart.ny.gov/,Fabius,313000,Onondaga,Town,Registered,6/20/2016
-74.604145365,41.739250682,84,Town of Fallsburg,https://climatesmart.ny.gov/,Fallsburg,482800,Sullivan,Town,Registered,4/25/2018
-75.154670091,43.4954769880001,85,Town of Forestport,https://climatesmart.ny.gov/,Forestport,303800,Oneida,Town,Registered,2/19/2020
-73.993570427,41.8429796770001,86,Town of Esopus,https://climatesmart.ny.gov/,Esopus,512200,Ulster,Town,Registered,12/27/2017
-74.187254111,41.69528566,87,Town of Gardiner,https://climatesmart.ny.gov/,Gardiner,512400,Ulster,Town,Bronze Certified,1/9/2018
-73.873595021,42.1338819380001,88,Town of Germantown,https://climatesmart.ny.gov/,Germantown,103600,Columbia,Town,Bronze Certified,12/8/2020
-76.231915735,43.0915851290001,89,Town of Geddes,https://climatesmart.ny.gov/,Geddes,313200,Onondaga,Town,Registered,7/7/2020
-76.999662052,42.8309073200001,90,Town of Geneva,https://climatesmart.ny.gov/,Geneva,323000,Ontario,Town,Bronze Certified,7/8/2014
-78.963656739,43.018318186,91,Town of Grand Island,https://climatesmart.ny.gov/,Grand Island,144600,Erie,Town,Bronze Certified,3/15/2021
-73.817372033,41.034351832,92,Town of Greenburgh,https://climatesmart.ny.gov/,Greenburgh,552600,Westchester,Town,Registered,12/22/2009
-75.49065501,42.788668086,93,Town of Hamilton,https://climatesmart.ny.gov/,Hamilton,253200,Madison,Town,Bronze Certified,8/15/2017
-73.963148018,42.707983137,94,Town of Guilderland,https://climatesmart.ny.gov/,Guilderland,013000,Albany,Town,Registered,8/13/2019
-73.645499684,43.310751264,95,City of Glens Falls,https://climatesmart.ny.gov/,Glens Falls,520500,Warren,City,Bronze Certified,1/22/2013
-73.992434448,42.886908126,96,Town of Glenville,https://climatesmart.ny.gov/,Glenville,422200,Schenectady,Town,Registered,9/19/2018
-75.015369628,42.6462722790001,97,Town of Hartwick,https://climatesmart.ny.gov/,Hartwick,363200,Otsego,Town,Registered,5/19/2014
-73.324001862,43.2815476420001,98,Town of Hebron,https://climatesmart.ny.gov/,Hebron,534000,Washington,Town,Registered,11/8/2021
-76.792985539,42.466144355,99,Town of Hector,https://climatesmart.ny.gov/,Hector,442600,Schuyler,Town,Bronze Certified,3/1//20
-73.583497182,40.6900555610001,100,Town of Hempstead,https://climatesmart.ny.gov/,Hempstead,282000,Nassau,Town,Bronze Certified,7/6/2021
-77.641273156,43.0555964490001,101,Town of Henrietta,https://climatesmart.ny.gov/,Henrietta,263200,Monroe,Town,Registered,11/10/2021
-73.785846041,42.2515650620001,102,City of Hudson,https://climatesmart.ny.gov/,Hudson,100600,Columbia,City,Bronze Certified,4/16/2019
-74.094716117,42.162843267,103,Town of Hunter,https://climatesmart.ny.gov/,Hunter,193600,Greene,Town,Registered,4/21/2009
-77.573697833,43.2099582640001,104,Town of Irondequoit,https://climatesmart.ny.gov/,Irondequoit,263400,Monroe,Town,Bronze Certified,4/16/2009
-73.1795764509999,40.7621530590001,105,Town of Islip,https://climatesmart.ny.gov/,Islip,472800,Suffolk,Town,Registered,4/14/2009
-76.503203613,42.4440680550001,106,City of Ithaca,https://climatesmart.ny.gov/,Ithaca,500700,Tompkins,City,Bronze Certified,4/16/2009
-76.5407164759999,42.437359502,107,Town of Ithaca,https://climatesmart.ny.gov/,Ithaca,503000,Tompkins,Town,Bronze Certified,4/21/2009
-73.3722480059999,40.8379956900001,108,Town of Huntington,https://climatesmart.ny.gov/,Huntington,472600,Suffolk,Town,Bronze Certified,7/24/2012
-74.737492437,43.728681909,109,Town of Inlet,https://climatesmart.ny.gov/,Inlet,202800,Hamilton,Town,Registered,7/19/2019
-74.8880260609999,41.5384237320001,110,Town of Highland,https://climatesmart.ny.gov/,Highland,483400,Sullivan,Town,Registered,4/2/2014
-74.008346181,41.360448719,111,Town of Highlands,https://climatesmart.ny.gov/,Highlands,333600,Orange,Town,Registered,7/22/2019
-73.731097776,41.473532366,112,Town of Kent,https://climatesmart.ny.gov/,Kent,372200,Putnam,Town,Registered,10/22/2019
-73.676662305,42.3804746760001,113,Town of Kinderhook,https://climatesmart.ny.gov/,Kinderhook,104400,Columbia,Town,Registered,5/11/2016
-73.9963751889999,41.929747191,114,City of Kingston,https://climatesmart.ny.gov/,Kingston,510800,Ulster,City,Silver Certified,10/6/2009
-73.71847173,43.3977290720001,115,Town of Lake George,https://climatesmart.ny.gov/,Lake George,522200,Warren,Town,Bronze Certified,3/16/2009
-76.5347796729999,42.572028575,116,Town of Lansing,https://climatesmart.ny.gov/,Lansing,503200,Tompkins,Town,Registered,12/18/2019
-75.420494659,43.0311831330001,117,Town of Kirkland,https://climatesmart.ny.gov/,Kirkland,304000,Oneida,Town,Registered,5/27/2020
-74.1105278219999,42.6822167080001,118,Town of Knox,https://climatesmart.ny.gov/,Knox,013200,Albany,Town,Registered,10/13/2015
-73.802748768,41.678697974,119,Town of La Grange,https://climatesmart.ny.gov/,La Grange,133400,Dutchess,Town,Registered,6/11/2014
-73.700209671,44.368751344,120,Town of Jay,https://climatesmart.ny.gov/,Jay,152800,Essex,Town,Registered,7/8/2021
-74.2708832289999,42.2446521620001,121,Town of Jewett,https://climatesmart.ny.gov/,Jewett,193800,Greene,Town,Registered,4/8/2009
-73.595147052,41.283836385,122,Town of Lewisboro,https://climatesmart.ny.gov/,Lewisboro,553000,Westchester,Town,Registered,8/9/2010
-78.964460639,43.176453022,123,Town of Lewiston,https://climatesmart.ny.gov/,Lewiston,292400,Niagara,Town,Registered,2/9/2010
-73.571614467,44.301368859,124,Town of Lewis,https://climatesmart.ny.gov/,Lewis,153200,Essex,Town,Registered,12/1/2020
-75.015508467,42.4693767260001,125,Town of Oneonta,https://climatesmart.ny.gov/,Oneonta,364600,Otsego,Town,Registered,11/13/2019
-75.0667657829999,42.4551322240001,126,City of Oneonta,https://climatesmart.ny.gov/,Oneonta,361200,Otsego,City,Registered,8/19/2014
-73.949718161,41.05138938,127,Town of Orangetown,https://climatesmart.ny.gov/,Orangetown,392400,Rockland,Town,Registered,4/12/2011
